Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,843,654,1367,1174,1702,1078,1072,1464,1460,1281,1383,1575,1458
  └─ YOY Sales Growth %,-10.58%,-27.54%,55.43%,43.09%,102.04%,64.80%,-21.54%,24.72%,-14.21%,18.88%,29.03%,7.59%,-0.19%
Expenses,641,479,1042,912,1270,785,780,1050,1044,958,1056,1164,1093
  └─ Material Cost %,-3.64%,-6.44%,29.51%,18.29%,36.05%,12.01%,7.62%,20.02%,15.05%,16.05%,7.45%,23.42%,14.68%
  └─ Employee Cost %,8.41%,11.07%,5.72%,6.89%,5.15%,8.19%,9.29%,7.31%,7.54%,8.52%,8.51%,7.81%,9.05%
Operating Profit,202,175,325,262,433,293,292,414,416,323,328,411,365
OPM %,24%,27%,24%,22%,25%,27%,27%,28%,28%,25%,24%,26%,25%
Other Income,47,31,41,34,60,36,66,66,72,52,46,29,72
  └─ Exceptional items,17,0,0,0,0,0,0,0,0,0,0,-19,5
  └─ Other income normal,30,31,41,34,60,36,66,66,72,52,46,48,67
Interest,100,108,110,135,138,152,123,114,107,106,102,90,112
Depreciation,83,68,76,82,76,68,69,76,76,76,76,80,80
Profit before tax,65,30,180,79,279,108,166,289,306,194,196,270,245
Tax %,3%,27%,38%,30%,24%,26%,31%,18%,18%,18%,13%,24%,22%
Net Profit,63,22,112,56,211,81,115,236,249,158,170,206,191
  └─ Minority share,6,17,21,18,-5,3,4,1,-3,-8,-8,-19,-45
  └─ Exceptional items AT,4,0,0,0,0,0,0,0,0,0,0,-14,2
  └─ Profit excl Excep,59,22,112,56,211,81,115,236,249,158,170,220,188
  └─ Profit for PE,66,39,134,73,206,84,119,236,247,150,162,199,144
  └─ Profit for EPS,69,39,134,73,206,84,119,236,247,150,162,187,145
  └─ YOY Profit Growth %,272%,-53%,95%,29%,214%,117%,-11%,221%,20%,79%,37%,-16%,-42%
EPS in Rs,3.00,1.67,5.78,3.18,8.92,3.62,4.87,9.67,10.10,6.13,6.65,7.63,5.95
Raw PDF,,,,,,,,,,,,,
