Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,44.67,21.82,24.33,15.13,36.92,25.47,54.93,33.37,55.09,41.30,70.27,48.66,58.53
  └─ YOY Sales Growth %,-29.44%,62.59%,,41.53%,-17.35%,16.73%,125.77%,120.56%,49.21%,62.15%,27.93%,45.82%,6.24%
Expenses,43.32,19.27,21.62,13.31,33.03,22.35,49.71,29.68,50.25,37.27,63.69,42.74,52.12
  └─ Material Cost %,93%,81%,81%,67%,86%,75%,85%,82%,87%,85%,89%,81%,82%
  └─ Employee Cost %,2%,4%,4%,6%,3%,3%,2%,3%,2%,3%,2%,3%,3%
Operating Profit,1.35,2.55,2.71,1.82,3.89,3.12,5.22,3.69,4.84,4.03,6.58,5.92,6.41
OPM %,3.02%,11.69%,11.14%,12.03%,10.54%,12.25%,9.50%,11.06%,8.79%,9.76%,9.36%,12.17%,10.95%
Other Income,0.79,0.15,0.19,0.37,0.69,0.53,0.82,1.09,0.30,0.25,0.64,0.17,0.43
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,-0.02
  └─ Other income normal,0.79,0.15,0.19,0.37,0.69,0.53,0.82,1.09,0.30,0.25,0.64,0.23,0.45
Interest,0.50,1.30,1.00,0.98,1.14,1.09,0.78,0.56,0.96,0.73,0.80,1.40,1.67
Depreciation,0.07,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.07,0.05,0.11,0.16,0.27
Profit before tax,1.57,1.34,1.84,1.16,3.39,2.50,5.20,4.16,4.11,3.50,6.31,4.53,4.90
Tax %,21.02%,24.63%,24.46%,29.31%,20.94%,24.80%,25.19%,23.32%,31.63%,26.00%,25.36%,21.19%,19.59%
Net Profit,1.24,1.00,1.39,0.83,2.68,1.87,3.89,3.19,2.81,2.62,4.71,3.57,3.93
  └─ Profit from Associates,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00
  └─ Minority share,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.25,-0.30
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-0.01
  └─ Profit excl Excep,1.24,1.00,1.39,0.83,2.68,1.87,3.89,3.19,2.81,2.62,4.71,3.62,3.94
  └─ Profit for PE,1.24,1.00,1.39,0.83,2.68,1.87,3.89,3.19,2.81,2.62,4.71,3.37,3.64
  └─ Profit for EPS,1.24,1.00,1.39,0.83,2.68,1.87,3.89,3.19,2.81,2.62,4.71,3.32,3.63
  └─ YOY Profit Growth %,-56.49%,69.49%,,25.76%,116.13%,87.00%,179.86%,284.34%,4.85%,40.11%,21.08%,5.53%,29.51%
EPS in Rs,0.98,0.79,1.10,0.66,2.12,1.48,2.42,1.98,1.61,1.50,2.65,1.84,1.71
Raw PDF,,,,,,,,,,,,,
