Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1381,1182,1224,1195,1440,1195,1224,1415,1720,1570,1653,1778,1812
  └─ YOY Sales Growth %,-3.08%,-23.21%,-22.30%,-22.65%,4.26%,1.11%,-0.06%,18.42%,19.49%,31.35%,35.12%,25.67%,5.31%
Expenses,1095,1015,1037,1014,1198,1024,1045,1130,1300,1187,1250,1298,1299
  └─ Material Cost %,50.30%,49.41%,47.46%,45.64%,50.15%,44.93%,44.81%,43.12%,45.50%,40.61%,40.12%,39.06%,38.65%
  └─ Employee Cost %,9.72%,13.53%,13.39%,12.97%,11.19%,14.56%,14.60%,13.36%,10.33%,13.69%,13.04%,12.89%,13.02%
Operating Profit,286,167,188,181,241,171,178,285,421,382,403,480,512
OPM %,21%,14%,15%,15%,17%,14%,15%,20%,24%,24%,24%,27%,28%
Other Income,2,4,2,2,19,3,5,9,59,10,27,6,12
  └─ Other income normal,1.71,3.60,1.78,2.43,18.53,2.51,4.60,9.42,58.57,10.43,26.96,5.76,11.80
Interest,53,39,42,51,50,49,53,58,56,52,40,39,40
Depreciation,87,91,93,98,102,106,108,106,110,117,120,121,122
Profit before tax,147,41,54,35,107,18,23,131,312,224,270,327,361
Tax %,27%,30%,27%,27%,30%,34%,22%,31%,25%,28%,28%,22%,22%
Net Profit,105,27,37,23,75,13,20,93,233,162,194,252,282
  └─ Profit from Associates,-2,-2,-2,-2,-0,0,2,2,-1,1,1,-1,0
  └─ Minority share,-2,-2,-0,-0,1,-0,-0,-1,1,1,0,-0,-3
  └─ Profit excl Excep,105,27,37,23,75,13,20,93,233,162,194,252,282
  └─ Profit for PE,103,25,37,23,76,13,20,92,234,163,195,252,279
  └─ Profit for EPS,103,25,37,23,76,13,20,92,234,163,195,252,279
  └─ YOY Profit Growth %,-55%,-90%,-84%,-89%,-27%,-50%,-46%,299%,209%,1203%,883%,173%,19%
EPS in Rs,1.91,0.46,0.69,0.43,1.40,0.23,0.37,1.71,4.33,3.02,3.61,4.66,5.17
Raw PDF,,,,,,,,,,,,,
