Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,303,427,370,388,365,450,458,443,421,528,534,512,473
  └─ YOY Sales Growth %,57.21%,45.60%,18.00%,28.30%,20.72%,5.47%,23.72%,14.01%,15.23%,17.29%,16.55%,15.73%,12.41%
Expenses,244,348,307,320,299,384,410,392,360,449,460,457,411
  └─ Material Cost %,52%,55%,54%,52%,49%,56%,56%,55%,51%,54%,53%,54%,51%
  └─ Employee Cost %,8%,6%,7%,6%,7%,6%,7%,7%,7%,6%,7%,8%,8%
Operating Profit,58,79,63,68,67,66,48,50,61,79,74,56,62
OPM %,19%,19%,17%,18%,18%,15%,10%,11%,14%,15%,14%,11%,13%
Other Income,3,2,3,4,5,8,7,7,6,6,6,6,7
  └─ Other income normal,2.67,2.28,2.88,3.66,5.06,8.22,7.05,7.17,6.03,5.80,5.75,6.10,7.14
Interest,2,3,2,2,2,2,2,2,2,2,2,2,2
Depreciation,9,13,12,13,14,14,15,15,15,17,18,18,18
Profit before tax,50,66,52,57,56,58,38,41,49,65,60,42,49
Tax %,23%,24%,23%,24%,23%,23%,22%,24%,24%,23%,22%,21%,24%
Net Profit,38,50,40,43,43,44,30,31,38,50,47,33,37
  └─ Profit excl Excep,38.08,49.94,39.76,42.92,43.19,44.41,29.66,31.14,37.59,50.49,46.94,32.89,37.47
  └─ Profit for PE,38.08,49.94,39.76,42.92,43.19,44.41,29.66,31.14,37.59,50.49,46.94,32.89,37.47
  └─ Profit for EPS,38.08,49.94,39.76,42.92,43.19,44.41,29.66,31.14,37.59,50.49,46.94,32.89,37.47
  └─ YOY Profit Growth %,268.99%,87.81%,53.28%,24.48%,13.42%,-11.07%,-25.40%,-27.45%,-12.97%,13.69%,58.26%,5.62%,-0.32%
EPS in Rs,8.03,10.54,8.35,9.02,8.86,9.11,6.07,6.37,7.69,10.33,9.58,6.71,7.65
Raw PDF,,,,,,,,,,,,,
