Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,54.11,55.31,55.30,54.62,56.51,57.88,57.95,58.57,61.49,58.19,58.79,57.84,62.33
  └─ YOY Sales Growth %,52.81%,43.48%,35.27%,28.13%,4.44%,4.65%,4.79%,7.23%,8.81%,0.54%,1.45%,-1.25%,1.37%
Expenses,46.45,48.57,49.48,49.08,49.17,50.41,49.73,50.39,53.67,53.26,54.17,54.36,56.62
  └─ Material Cost %,0%,0%,0%,21%,24%,22%,23%,22%,25%,24%,25%,24%,24%
  └─ Employee Cost %,48%,54%,55%,56%,53%,55%,54%,54%,54%,58%,56%,60%,56%
Operating Profit,7.66,6.74,5.82,5.54,7.34,7.47,8.22,8.18,7.82,4.93,4.62,3.48,5.71
OPM %,14.16%,12.19%,10.52%,10.14%,12.99%,12.91%,14.18%,13.97%,12.72%,8.47%,7.86%,6.02%,9.16%
Other Income,2.18,2.76,3.05,4.09,4.36,4.34,5.49,5.07,5.34,7.05,7.95,6.00,4.88
  └─ Other income normal,2.18,2.76,3.05,4.09,4.36,4.34,5.49,5.07,5.34,7.05,7.95,6.00,4.88
Interest,0.33,0.11,0.15,0.15,0.21,0.15,0.14,0.14,0.18,0.38,0.23,0.18,0.16
Depreciation,1.97,2.00,1.92,1.82,1.80,1.63,1.40,0.98,0.94,0.77,0.94,0.87,0.89
Profit before tax,7.54,7.39,6.80,7.66,9.69,10.03,12.17,12.13,12.04,10.83,11.40,8.43,9.54
Tax %,28.91%,27.88%,28.68%,28.33%,27.04%,26.62%,26.54%,25.56%,20.27%,24.47%,24.12%,22.54%,26.10%
Net Profit,5.36,5.33,4.85,5.49,7.06,7.36,8.94,9.04,9.60,8.17,8.66,6.53,7.07
  └─ Profit excl Excep,5.36,5.33,4.85,5.49,7.06,7.36,8.94,9.04,9.60,8.17,8.66,6.53,7.07
  └─ Profit for PE,5.36,5.33,4.85,5.49,7.06,7.36,8.94,9.04,9.60,8.17,8.66,6.53,7.07
  └─ Profit for EPS,5.36,5.33,4.85,5.49,7.06,7.36,8.94,9.04,9.60,8.17,8.66,6.53,7.07
  └─ YOY Profit Growth %,4.89%,-3.79%,-7.09%,-1.44%,31.72%,38.09%,84.33%,64.66%,35.98%,11.01%,-3.13%,-27.77%,-26.35%
EPS in Rs,1.88,1.87,1.70,1.76,2.27,2.36,2.87,2.90,3.08,2.62,2.78,2.10,2.27
Raw PDF,,,,,,,,,,,,,
