Metric,Mar 2026
Sales,6.92
Expenses,5.45
  └─ Employee Cost %,61%
Operating Profit,1.47
OPM %,21.24%
Other Income,0.24
  └─ Other income normal,0.24
Interest,0.48
Depreciation,0.10
Profit before tax,1.13
Tax %,42.48%
Net Profit,0.65
  └─ Profit excl Excep,0.65
  └─ Profit for PE,0.65
  └─ Profit for EPS,0.65
EPS in Rs,1.89
Raw PDF,
