Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,406,411,483,464,473,490,498,513,580,544,586,582,685
  └─ YOY Sales Growth %,-7.40%,-5.54%,13.64%,19.14%,16.30%,19.25%,3.08%,10.56%,22.60%,11.04%,17.61%,13.45%,18.17%
Expenses,352,353,420,400,409,425,432,448,510,476,514,513,608
  └─ Material Cost %,70%,71%,71%,70%,72%,70%,68%,68%,69%,68%,68%,69%,72%
  └─ Employee Cost %,7%,6%,6%,6%,5%,6%,7%,7%,6%,7%,6%,7%,6%
Operating Profit,55,58,64,64,64,65,66,65,69,68,72,69,77
OPM %,13%,14%,13%,14%,13%,13%,13%,13%,12%,12%,12%,12%,11%
Other Income,3,2,1,4,1,1,1,1,2,2,2,1,20
  └─ Other income normal,3.01,2.19,1.38,3.52,0.57,1.16,1.01,0.88,1.94,1.72,2.07,0.91,19.58
Interest,4,6,5,4,3,4,4,5,6,6,6,8,9
Depreciation,16,14,15,15,16,15,15,18,18,18,18,20,24
Profit before tax,37,39,45,48,46,47,48,42,48,46,50,43,64
Tax %,22%,26%,26%,28%,25%,26%,27%,25%,28%,27%,26%,23%,28%
Net Profit,29,29,33,34,34,35,35,32,34,34,37,33,46
  └─ Profit excl Excep,28.98,29.22,32.95,34.39,34.13,34.90,35.33,31.70,34.44,33.60,36.88,32.77,45.97
  └─ Profit for PE,28.98,29.22,32.95,34.39,34.13,34.90,35.33,31.70,34.44,33.60,36.88,32.77,45.97
  └─ Profit for EPS,28.98,29.22,32.95,34.39,34.13,34.90,35.33,31.70,34.44,33.60,36.88,32.77,45.97
  └─ YOY Profit Growth %,20.35%,1.88%,37.75%,33.92%,17.77%,19.44%,7.22%,-7.82%,0.91%,-3.72%,4.39%,3.38%,33.48%
EPS in Rs,5.25,5.30,5.97,6.23,6.18,6.32,6.39,5.73,6.22,6.07,6.66,5.92,8.30
Raw PDF,,,,,,,,,,,,,
