Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,10.26,10.55,13.25,13.21,10.62,13.86,11.09,14.39,10.44,9.59,15.15,11.73,9.68
  └─ YOY Sales Growth %,,,,3.69%,3.51%,31.37%,-16.30%,8.93%,-1.69%,-30.81%,36.61%,-18.49%,-7.28%
Expenses,10.18,9.97,13.64,13.17,12.14,12.53,10.91,13.24,11.18,9.78,14.10,12.45,11.51
  └─ Material Cost %,63.55%,0.00%,64.68%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
  └─ Employee Cost %,23.00%,24.45%,24.98%,20.51%,26.65%,20.49%,28.67%,32.24%,37.07%,37.85%,33.07%,31.03%,34.09%
Operating Profit,0.08,0.58,-0.39,0.04,-1.52,1.33,0.18,1.15,-0.74,-0.19,1.05,-0.72,-1.83
OPM %,0.78%,5.50%,-2.94%,0.30%,-14.31%,9.60%,1.62%,7.99%,-7.09%,-1.98%,6.93%,-6.14%,-18.90%
Other Income,7.40,0.03,0.00,0.14,7.22,0.40,0.27,0.19,7.42,0.28,0.30,9.39,-0.04
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,-0.66
  └─ Other income normal,7.40,0.03,0.00,0.14,7.22,0.40,0.27,0.19,7.42,0.28,0.30,9.43,0.62
Interest,0.01,0.01,0.01,0.01,0.00,0.00,0.03,0.02,0.03,0.02,0.03,0.02,0.03
Depreciation,0.11,0.10,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.12,0.17,0.17
Profit before tax,7.36,0.50,-0.49,0.07,5.60,1.63,0.32,1.22,6.55,-0.03,1.20,8.48,-2.07
Tax %,22.42%,0.00%,0.00%,0.00%,28.93%,16.56%,21.88%,1.64%,22.44%,233.33%,-45.83%,32.55%,-3.86%
Net Profit,5.71,0.50,-0.49,0.07,3.98,1.36,0.25,1.20,5.08,-0.10,1.75,5.72,-1.99
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-0,-0
  └─ Profit excl Excep,6,0,-0,0,4,1,0,1,5,-0,2,6,-2
  └─ Profit for PE,6,0,-0,0,4,1,0,1,5,-0,2,6,-2
  └─ Profit for EPS,6,0,-0,0,4,1,0,1,5,-0,2,6,-2
  └─ YOY Profit Growth %,,,,-89%,-30%,172%,151%,1614%,28%,-107%,600%,379%,-132%
EPS in Rs,,,-0.13,0.02,1.03,0.35,0.06,0.31,1.32,-0.03,0.45,1.48,-0.52
Raw PDF,,,,,,,,,,,,,
