Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,47,35,33,59,71,56,72,89,94,71,77,76,104
  └─ YOY Sales Growth %,31.55%,-19.07%,-11.21%,9.02%,52.66%,61.39%,116.99%,50.13%,32.30%,27.10%,6.85%,-14.94%,10.68%
Expenses,30,29,25,29,35,35,43,47,44,41,47,60,70
  └─ Employee Cost %,31.57%,33.31%,33.02%,19.65%,15.34%,24.21%,19.87%,19.54%,18.87%,23.55%,23.13%,24.40%,17.10%
Operating Profit,16,6,8,31,36,20,29,43,50,30,30,16,34
OPM %,35%,17%,23%,52%,51%,37%,41%,48%,53%,42%,39%,21%,33%
Other Income,1,1,1,3,0,1,1,2,0,1,4,6,3
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.10,0.00
  └─ Other income normal,1.41,0.93,1.11,2.53,0.46,1.41,1.00,1.84,0.11,1.27,3.84,11.13,3.45
Interest,1,1,1,1,1,1,2,3,3,3,3,3,3
Depreciation,11,11,11,11,11,12,12,16,15,15,16,17,17
Profit before tax,6,-5,-3,21,24,9,16,26,32,12,15,2,17
Tax %,64%,4%,21%,26%,39%,40%,32%,21%,40%,43%,20%,51%,26%
Net Profit,2,-5,-3,16,15,5,11,21,19,7,12,1,13
  └─ Minority share,0.15,0.13,0.13,0.13,0.06,0.08,0.14,-0.05,-0.05,0.14,-0.05,0.04,-0.36
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.02,0.00
  └─ Profit excl Excep,2.00,-5.46,-3.43,15.73,14.79,5.30,11.09,20.71,19.00,6.98,12.05,5.07,12.72
  └─ Profit for PE,2.15,-5.33,-3.30,15.86,14.85,5.38,11.23,20.66,18.95,7.12,12.00,5.11,12.36
  └─ Profit for EPS,2.15,-5.33,-3.30,15.86,14.85,5.38,11.23,20.66,18.95,7.12,12.00,1.09,12.36
  └─ YOY Profit Growth %,-95.66%,-224.24%,-169.04%,101.78%,590.70%,200.94%,440.30%,30.26%,27.61%,32.34%,6.86%,-75.27%,-34.78%
EPS in Rs,0.57,-1.41,-0.87,4.19,3.76,1.36,2.83,5.20,4.76,1.71,2.88,0.26,2.96
Raw PDF,,,,,,,,,,,,,
