Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,38.70,24.84,17.06,21.61,49.20,29.18,33.38,34.66,36.72,28.69,33.05,43.08,60.11
  └─ YOY Sales Growth %,34%,-10%,-48%,-28%,27%,17%,96%,60%,-25%,-2%,-1%,24%,64%
Expenses,20.60,17.03,9.62,12.34,34.28,19.80,28.45,28.82,31.00,25.48,29.76,25.43,53.54
  └─ Material Cost %,52.48%,49.52%,22.22%,28.78%,55.08%,49.35%,58.66%,57.70%,52.59%,58.00%,60.15%,20.08%,46.93%
  └─ Employee Cost %,5.94%,8.74%,11.61%,9.07%,4.59%,8.50%,7.58%,7.73%,8.69%,10.63%,10.68%,9.63%,6.49%
Operating Profit,18.10,7.81,7.44,9.27,14.92,9.38,4.93,5.84,5.72,3.21,3.29,17.65,6.57
OPM %,46.77%,31.44%,43.61%,42.90%,30.33%,32.15%,14.77%,16.85%,15.58%,11.19%,9.95%,40.97%,10.93%
Other Income,3.29,2.68,1.60,2.92,2.37,2.39,3.01,3.47,0.89,2.24,2.25,2.12,4.18
  └─ Other income normal,3.29,2.68,1.60,2.92,2.37,2.39,3.01,3.47,0.89,2.24,2.25,2.12,4.18
Interest,0.52,0.07,0.13,1.14,1.58,0.93,1.30,1.07,0.97,0.94,0.90,1.02,0.28
Depreciation,0.17,0.17,0.17,0.17,0.29,0.20,0.20,0.20,0.24,0.10,0.33,0.20,0.22
Profit before tax,20.70,10.25,8.74,10.88,15.42,10.64,6.44,8.04,5.40,4.41,4.31,18.55,10.25
Tax %,27.97%,25.56%,26.43%,25.37%,24.12%,24.91%,29.81%,28.23%,40.19%,28.80%,39.21%,26.31%,52.68%
Net Profit,14.90,7.63,6.42,8.12,11.70,7.99,4.51,5.77,3.24,3.13,2.63,13.67,4.85
  └─ Profit excl Excep,14.90,7.63,6.42,8.12,11.70,7.99,4.51,5.77,3.24,3.13,2.63,13.67,4.85
  └─ Profit for PE,14.90,7.63,6.42,8.12,11.70,7.99,4.51,5.77,3.24,3.13,2.63,13.67,4.85
  └─ Profit for EPS,14.90,7.63,6.42,8.12,11.70,7.99,4.51,5.77,3.24,3.13,2.63,13.67,4.85
  └─ YOY Profit Growth %,2.62%,-24.38%,-27.78%,-22.59%,-21.48%,4.72%,-29.75%,-28.94%,-72.31%,-60.83%,-41.69%,136.92%,49.69%
EPS in Rs,15.15,7.76,6.53,8.26,11.90,8.13,4.59,5.87,3.30,3.18,2.67,13.90,4.93
Raw PDF,,,,,,,,,,,,,
