Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,110,100,120,124,153,132,152,161,168,180,165,192,180
  └─ YOY Sales Growth %,-34.02%,-30.98%,-4.69%,30.78%,38.68%,31.79%,25.91%,29.91%,9.93%,35.77%,8.98%,19.46%,6.92%
Expenses,104,93,112,127,145,129,142,146,151,167,150,178,160
  └─ Material Cost %,62%,58%,58%,67%,64%,62%,60%,61%,63%,66%,60%,67%,62%
  └─ Employee Cost %,12%,14%,13%,13%,9%,12%,10%,11%,8%,9%,10%,10%,10%
Operating Profit,6,7,8,-4,8,3,10,15,17,13,15,15,20
OPM %,6%,7%,7%,-3%,5%,2%,6%,9%,10%,7%,9%,8%,11%
Other Income,3,2,2,2,5,4,2,3,-4,2,1,5,5
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.97,-1.18,-0.21,0.04,0.06
  └─ Other income normal,2.70,1.92,2.01,2.13,5.40,4.05,1.98,3.14,4.53,3.12,1.31,4.90,5.42
Interest,1,3,4,4,6,5,5,5,4,3,3,2,3
Depreciation,3,3,3,3,4,4,4,4,3,3,3,3,3
Profit before tax,5,3,3,-8,4,-2,2,10,5,8,10,14,20
Tax %,-51%,28%,29%,-17%,12%,-22%,33%,19%,44%,29%,25%,23%,25%
Net Profit,7,2,2,-7,3,-1,2,8,3,6,8,11,15
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.97,-1.18,-0.21,0.04,0.06
  └─ Profit excl Excep,7.26,2.07,2.24,-6.76,3.26,-1.38,1.66,7.82,11.97,7.23,7.94,10.70,14.92
  └─ Profit for PE,7.26,2.07,2.24,-6.76,3.26,-1.38,1.66,7.82,11.97,7.23,7.94,10.70,14.92
  └─ Profit for EPS,7.26,2.07,2.24,-6.76,3.26,-1.38,1.66,7.82,3.00,6.05,7.73,10.74,14.98
  └─ YOY Profit Growth %,70.02%,-42.98%,181.75%,-49.56%,-55.10%,-166.67%,-25.89%,215.68%,267.18%,623.91%,378.31%,36.83%,24.64%
EPS in Rs,3.38,0.96,1.04,-3.15,1.52,-0.64,0.77,3.48,1.33,2.60,3.28,4.47,6.12
Raw PDF,,,,,,,,,,,,,
