Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,96,86,120,139,145,142,154,176,170,173,193,210,203
  └─ YOY Sales Growth %,2.92%,3.97%,36.55%,42.57%,51.55%,64.42%,28.50%,27.15%,16.68%,22.27%,25.42%,18.98%,19.84%
Expenses,84,81,99,113,118,120,122,126,123,130,130,131,132
  └─ Material Cost %,0.48%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
  └─ Employee Cost %,53.59%,59.92%,50.11%,48.75%,45.97%,49.90%,45.35%,41.45%,41.74%,43.47%,40.10%,36.33%,38.46%
Operating Profit,12,5,21,25,27,22,33,50,46,44,64,78,72
OPM %,12%,6%,18%,18%,19%,16%,21%,28%,27%,25%,33%,37%,35%
Other Income,21,21,-2,-32,17,15,18,17,20,25,29,12,18
  └─ Exceptional items,0.00,0.00,-18.20,-45.51,1.56,0.00,0.00,0.00,0.00,0.00,0.00,-6.51,0.00
  └─ Other income normal,20.73,20.84,15.90,13.27,15.33,15.19,18.02,16.73,19.95,25.46,28.73,18.70,17.61
Interest,2,2,2,2,3,3,3,3,3,3,3,3,3
Depreciation,8,8,9,10,10,10,11,11,10,9,9,9,11
Profit before tax,23,16,8,-19,31,24,37,53,53,57,80,78,75
Tax %,24%,14%,34%,26%,20%,7%,17%,15%,14%,17%,20%,21%,6%
Net Profit,18,14,5,-24,25,23,31,46,46,47,64,62,71
  └─ Minority share,-3,-1,-2,-1,-2,-1,-3,-3,-4,-4,-4,-6,-6
  └─ Exceptional items AT,0,0,-18,-46,2,0,0,0,0,0,0,-5,0
  └─ Profit excl Excep,18,14,23,22,23,23,31,46,46,47,64,67,71
  └─ Profit for PE,15,13,14,21,21,22,28,43,42,43,60,61,65
  └─ Profit for EPS,15,13,3,-24,23,22,28,43,42,43,60,56,65
  └─ YOY Profit Growth %,158%,406%,303%,63%,41%,71%,101%,101%,98%,93%,114%,42%,54%
EPS in Rs,3.19,2.77,0.64,-5.17,4.80,4.72,5.89,9.01,8.82,9.03,12.53,11.68,13.49
Raw PDF,,,,,,,,,,,,,
