Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,376,216,307,342,289,314,524,515,449,347,657,664,645
  └─ YOY Sales Growth %,38.56%,-23.14%,73.19%,33.42%,-23.17%,45.33%,70.49%,50.63%,55.44%,10.60%,25.39%,28.76%,43.62%
Expenses,326,176,267,293,254,270,442,436,395,299,568,570,545
  └─ Material Cost %,76%,67%,74%,72%,71%,73%,74%,75%,75%,70%,78%,79%,74%
  └─ Employee Cost %,4%,7%,5%,5%,7%,6%,5%,4%,6%,8%,4%,3%,4%
Operating Profit,50,40,41,49,34,44,81,79,54,48,89,93,100
OPM %,13%,19%,13%,14%,12%,14%,16%,15%,12%,14%,14%,14%,15%
Other Income,2,1,5,7,8,7,4,3,5,8,4,4,7
  └─ Other income normal,1.93,1.20,4.52,7.25,8.38,6.62,4.44,2.84,4.53,8.14,4.32,3.88,6.56
Interest,8,7,10,13,13,10,11,11,20,12,14,20,15
Depreciation,9,9,9,9,10,9,10,9,10,10,11,13,11
Profit before tax,35,25,27,34,20,32,65,62,29,34,68,64,80
Tax %,22%,28%,30%,20%,26%,24%,26%,25%,29%,23%,28%,27%,28%
Net Profit,28,18,19,27,15,24,48,47,21,26,49,47,57
  └─ Minority share,-0,0,-1,-0,-1,-0,-0,-0,0,0,0,-0,-2
  └─ Profit excl Excep,28,18,19,27,15,24,48,47,21,26,49,47,57
  └─ Profit for PE,27,18,18,27,14,24,48,46,21,26,50,46,56
  └─ Profit for EPS,27,18,18,27,14,24,48,46,21,26,50,46,56
  └─ YOY Profit Growth %,52%,9%,138%,88%,-49%,33%,163%,72%,53%,8%,4%,0%,164%
EPS in Rs,3.29,2.20,2.20,3.29,1.67,2.92,5.79,5.64,2.56,3.17,6.04,5.65,6.76
Raw PDF,,,,,,,,,,,,,
