Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,242,197,163,167,158,4,3,5,3,3,2,2,2
  └─ YOY Sales Growth %,87.83%,-16.67%,-15.85%,-32.71%,-34.82%,-98.05%,-97.90%,-97.25%,-98.11%,-11.72%,-35.28%,-60.35%,-21.81%
Expenses,245,202,155,176,168,18,7,12,8,9,9,12,10
  └─ Material Cost %,80%,79%,70%,78%,85%,79%,24%,113%,30%,26%,7%,-5%,17%
  └─ Employee Cost %,7%,9%,10%,10%,6%,53%,53%,29%,43%,47%,73%,129%,94%
Operating Profit,-3,-4,8,-9,-11,-14,-4,-7,-5,-6,-7,-10,-8
OPM %,-1%,-2%,5%,-5%,-7%,-376%,-116%,-163%,-169%,-177%,-327%,-549%,-348%
Other Income,61,65,55,68,49,106,44,119,61,1264,44,253,109
  └─ Exceptional items,1,4,-5,6,-2,-13,-14,61,5,1181,-9,51,33
  └─ Other income normal,60,62,60,63,51,119,58,58,55,83,53,203,76
Interest,39,42,37,37,30,27,27,25,24,26,12,7,4
Depreciation,3,3,3,3,2,1,1,1,0,1,1,1,1
Profit before tax,17,16,23,19,6,64,13,87,31,1232,24,236,97
Tax %,17%,25%,32%,20%,16%,43%,58%,-7%,26%,1%,42%,11%,22%
Net Profit,14,12,16,15,5,36,5,92,23,1223,14,210,75
  └─ Exceptional items AT,0,2,-3,4,-1,-8,-13,61,3,1179,-9,50,32
  └─ Profit excl Excep,13,10,19,11,6,44,19,31,20,44,23,160,43
  └─ Profit for PE,13,10,19,11,6,44,19,31,20,44,23,160,43
  └─ Profit for EPS,14,12,16,15,5,36,5,92,23,1223,14,210,75
  └─ YOY Profit Growth %,-31%,-92%,-58%,-55%,-55%,337%,-3%,180%,225%,-0%,24%,412%,118%
EPS in Rs,2.78,2.45,3.17,3.11,1.00,7.31,1.10,18.64,4.66,246.62,2.83,42.42,15.16
Raw PDF,,,,,,,,,,,,,
