Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1499,1175,1131,1257,1496,1184,971,1316,1715,1152,1192,1066,1085
  └─ YOY Sales Growth %,53.90%,20.28%,25.72%,14.43%,-0.22%,0.75%,-14.13%,4.70%,14.67%,-2.71%,22.69%,-19.03%,-36.75%
Expenses,1199,969,886,1057,1250,1020,818,1112,1413,963,980,861,931
  └─ Material Cost %,64%,66%,61%,67%,69%,67%,62%,65%,65%,61%,61%,57%,59%
  └─ Employee Cost %,4%,6%,5%,5%,4%,6%,8%,6%,5%,8%,8%,9%,9%
Operating Profit,301,206,245,200,246,164,154,204,302,188,211,205,154
OPM %,20%,18%,22%,16%,16%,14%,16%,15%,18%,16%,18%,19%,14%
Other Income,7,9,11,15,39,12,20,19,9,30,27,13,41
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.20,7.81
  └─ Other income normal,6.56,8.51,10.68,15.21,38.81,12.28,19.54,18.69,9.11,30.29,26.91,31.17,33.58
Interest,14,10,11,13,12,10,14,7,7,11,7,7,6
Depreciation,25,24,24,25,25,26,26,27,29,32,32,33,35
Profit before tax,268,181,221,178,248,140,134,188,276,176,199,177,154
Tax %,28%,25%,26%,25%,22%,25%,26%,29%,26%,28%,22%,24%,25%
Net Profit,193,135,164,133,193,106,99,133,203,127,156,135,116
  └─ Minority share,-1,-1,-0,0,-1,-1,1,-2,4,5,-20,-26,-11
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-14,6
  └─ Profit excl Excep,193,135,164,133,193,106,99,133,203,127,156,149,110
  └─ Profit for PE,192,134,164,133,192,105,100,131,207,132,136,121,99
  └─ Profit for EPS,192,134,164,133,192,105,100,131,207,132,136,110,105
  └─ YOY Profit Growth %,72%,54%,66%,-0%,0%,-21%,-39%,-1%,8%,25%,36%,-8%,-52%
EPS in Rs,27.33,19.10,23.38,18.96,27.42,15.00,14.32,18.73,29.55,18.81,19.43,15.67,14.93
Raw PDF,,,,,,,,,,,,,
