Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,445,211,257,276,421,236,190,111,139,157,129,139,126
  └─ YOY Sales Growth %,30.12%,5.52%,-10.40%,19.34%,-5.49%,12.28%,-25.98%,-59.57%,-67.03%,-33.46%,-31.88%,25.03%,-9.39%
Expenses,595,238,309,273,642,255,392,137,175,194,180,169,156
  └─ Material Cost %,83%,108%,60%,89%,77%,70%,70%,121%,74%,65%,69%,56%,51%
  └─ Employee Cost %,2%,3%,3%,2%,1%,2%,2%,4%,3%,3%,3%,3%,3%
Operating Profit,-150,-28,-52,3,-221,-18,-202,-26,-36,-36,-51,-30,-30
OPM %,-34%,-13%,-20%,1%,-53%,-8%,-106%,-23%,-26%,-23%,-39%,-21%,-24%
Other Income,727,20,44,1,237,26,205,67,37,47,54,51,48
  └─ Other income normal,727.45,19.60,44.38,0.76,236.67,26.04,204.79,66.77,37.08,46.73,53.96,51.22,47.78
Interest,25,3,3,8,27,4,3,5,27,6,6,6,-18
Depreciation,662,10,9,12,2,10,12,484,26,131,131,131,131
Profit before tax,-109,-21,-20,-17,-13,-7,-12,-447,-52,-127,-133,-116,-95
Tax %,-11%,-4%,-5%,-13%,-46%,57%,-55%,-0%,18%,0%,-2%,0%,1%
Net Profit,-97,-20,-19,-14,-7,-10,-5,-446,-61,-127,-131,-116,-96
  └─ Minority share,19,1,1,2,12,1,1,24,23,9,10,9,-3
  └─ Profit excl Excep,-97,-20,-19,-14,-7,-10,-5,-446,-61,-127,-131,-116,-96
  └─ Profit for PE,-77,-20,-18,-12,5,-10,-4,-422,-39,-118,-121,-107,-99
  └─ Profit for EPS,-77,-20,-18,-12,5,-10,-4,-422,-39,-118,-121,-107,-99
  └─ YOY Profit Growth %,-202%,-505%,37%,71%,106%,51%,75%,-3278%,-917%,-1130%,-2595%,75%,-156%
EPS in Rs,-10.48,-2.65,-2.42,-1.69,0.65,-1.30,-0.61,-57.22,-5.27,-15.97,-16.36,-14.45,-13.46
Raw PDF,,,,,,,,,,,,,
