Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,49.44,46.62,75.18,74.57,43.71,35.61,51.18,34.31,37.22,50.99,48.76,58.88,57.32
  └─ YOY Sales Growth %,,,49%,45%,-12%,-24%,-32%,-54%,-15%,43%,-5%,72%,54%
Expenses,46.83,44.62,72.88,72.78,42.77,30.80,45.28,31.39,35.22,46.96,45.34,52.92,53.64
  └─ Material Cost %,92%,94%,95%,97%,95%,82%,85%,86%,90%,89%,87%,81%,82%
  └─ Employee Cost %,1%,0%,0%,0%,1%,2%,2%,3%,3%,2%,3%,4%,5%
Operating Profit,2.61,2.00,2.30,1.79,0.94,4.81,5.90,2.92,2.00,4.03,3.42,5.96,3.68
OPM %,5.28%,4.29%,3.06%,2.40%,2.15%,13.51%,11.53%,8.51%,5.37%,7.90%,7.01%,10.12%,6.42%
Other Income,1.51,1.49,1.57,1.42,1.63,2.37,2.31,2.79,1.91,2.05,2.92,2.55,3.15
  └─ Other income normal,1.51,1.49,1.57,1.42,1.63,2.37,2.31,2.79,1.91,2.05,2.92,2.55,3.15
Interest,0.04,0.02,0.05,0.18,0.13,0.40,0.46,0.64,0.37,0.29,0.30,0.94,0.96
Depreciation,0.02,0.01,0.06,0.03,0.09,0.29,0.41,0.41,0.51,0.39,0.59,1.09,1.59
Profit before tax,4.06,3.46,3.76,3.00,2.35,6.49,7.34,4.66,3.03,5.40,5.45,6.48,4.28
Tax %,14.04%,15.90%,17.82%,70.33%,26.38%,21.88%,26.02%,25.54%,24.09%,25.00%,20.37%,26.54%,21.73%
Net Profit,3.49,2.91,3.09,0.89,1.73,5.06,5.44,3.47,2.31,4.05,4.33,4.76,3.34
  └─ Minority share,-0.91,-0.68,-0.67,0.01,-0.07,-0.58,-0.68,-0.31,-0.25,-0.51,-0.46,-0.72,-0.57
  └─ Profit excl Excep,3.49,2.91,3.09,0.89,1.73,5.06,5.44,3.47,2.31,4.05,4.33,4.76,3.34
  └─ Profit for PE,2.58,2.23,2.42,0.90,1.66,4.48,4.76,3.16,2.06,3.54,3.87,4.04,2.77
  └─ Profit for EPS,2.58,2.23,2.42,0.90,1.66,4.48,4.76,3.16,2.06,3.54,3.87,4.04,2.77
  └─ YOY Profit Growth %,,,-30.06%,-62.81%,-35.66%,100.90%,96.69%,251.11%,24.10%,-20.98%,-18.70%,27.85%,34.47%
EPS in Rs,0.38,0.33,0.35,0.13,0.24,0.65,0.69,0.46,0.30,0.52,0.56,0.58,0.40
Raw PDF,,,,,,,,,,,,,
