Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,95,88,102,113,106,109,106,113,87,101,120,137,132
  └─ YOY Sales Growth %,36%,13%,16%,17%,11%,23%,4%,-0%,-18%,-8%,13%,22%,51%
Expenses,73,66,78,86,83,89,86,89,68,82,96,106,102
  └─ Material Cost %,29.95%,25.47%,30.42%,30.50%,25.47%,32.28%,30.62%,32.88%,18.09%,27.57%,28.51%,27.41%,33.28%
  └─ Employee Cost %,9.70%,11.70%,10.53%,9.77%,10.70%,11.24%,10.97%,10.64%,13.30%,12.76%,11.82%,10.72%,9.09%
Operating Profit,23,22,24,27,23,20,20,24,19,19,24,31,29
OPM %,24%,25%,23%,24%,22%,18%,19%,21%,22%,19%,20%,23%,22%
Other Income,1,1,2,2,1,1,4,0,5,8,6,4,5
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.23
  └─ Other income normal,0.88,1.18,1.58,1.93,1.06,0.52,4.20,0.26,4.94,8.05,5.55,3.85,5.03
Interest,5,5,6,6,7,7,8,7,7,8,5,5,9
Depreciation,5,7,6,6,6,7,7,8,8,8,8,8,9
Profit before tax,14,12,14,17,12,6,8,9,9,11,16,21,17
Tax %,32%,25%,25%,28%,27%,35%,21%,28%,26%,27%,26%,24%,27%
Net Profit,10,9,10,12,8,4,7,7,6,8,12,16,12
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,0,-0
  └─ Profit excl Excep,10,9,10,12,8,4,7,7,6,8,12,16,13
  └─ Profit for PE,10,9,10,12,8,4,7,7,6,8,12,16,13
  └─ Profit for EPS,10,9,10,12,8,4,7,7,6,8,12,16,12
  └─ YOY Profit Growth %,95%,45%,4%,0%,-12%,-53%,-36%,-46%,-23%,99%,84%,149%,93%
EPS in Rs,8.87,8.12,9.47,11.15,7.80,3.85,6.07,6.07,6.03,7.01,10.22,13.82,10.48
Raw PDF,,,,,,,,,,,,,
