Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,45.44,36.76,38.79,29.54,26.52,21.18,25.71,29.58,35.93,32.24,34.54,36.29,36.83
  └─ YOY Sales Growth %,20.02%,4.34%,-13.10%,-29.47%,-41.64%,-42.38%,-33.72%,0.14%,35.48%,52.22%,34.34%,22.68%,2.50%
Expenses,45.69,36.26,39.03,29.05,25.67,20.71,26.63,30.33,35.19,31.90,33.30,36.35,35.98
  └─ Material Cost %,81%,79%,81%,76%,73%,75%,82%,80%,76%,74%,76%,80%,81%
  └─ Employee Cost %,5%,5%,5%,9%,7%,8%,7%,7%,6%,6%,6%,7%,6%
Operating Profit,-0.25,0.50,-0.24,0.49,0.85,0.47,-0.92,-0.75,0.74,0.34,1.24,-0.06,0.85
OPM %,-0.55%,1.36%,-0.62%,1.66%,3.21%,2.22%,-3.58%,-2.54%,2.06%,1.05%,3.59%,-0.17%,2.31%
Other Income,1.81,0.19,0.18,0.21,0.71,0.11,0.89,0.92,-0.07,0.50,-0.05,1.05,0.65
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04
  └─ Other income normal,1.81,0.19,0.18,0.21,0.71,0.11,0.89,0.92,-0.07,0.50,-0.05,1.05,0.69
Interest,1.48,1.12,0.81,1.02,1.03,0.72,0.86,0.89,0.99,1.02,1.00,0.99,1.47
Depreciation,0.44,0.36,0.36,0.36,0.39,0.29,0.31,0.31,0.30,0.40,0.40,0.40,0.18
Profit before tax,-0.36,-0.79,-1.23,-0.68,0.14,-0.43,-1.20,-1.03,-0.62,-0.58,-0.21,-0.40,-0.15
Tax %,58.33%,-16.46%,-22.76%,-38.24%,21.43%,-6.98%,-15.00%,-44.66%,-25.81%,-25.86%,-23.81%,-25.00%,-186.67%
Net Profit,-0.67,-0.66,-0.96,-0.42,0.13,-0.41,-1.02,-0.57,-0.42,-0.43,-0.14,-0.28,0.07
  └─ Profit from Associates,-0,0,-0,0,0,0,0,0,0,0,0,0,-0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,0,-0
  └─ Profit excl Excep,-1,-1,-1,-0,0,-0,-1,-1,-0,-0,-0,-0,0
  └─ Profit for PE,-1,-1,-1,-0,0,-0,-1,-1,-0,-0,-0,-0,0
  └─ Profit for EPS,-1,-1,-1,-0,0,-0,-1,-1,-0,-0,-0,-0,0
  └─ YOY Profit Growth %,-3450%,-69%,-1300%,11%,119%,38%,-6%,-36%,-423%,-5%,86%,51%,126%
EPS in Rs,-0.47,-0.46,-0.68,-0.30,0.09,-0.29,-0.72,-0.40,-0.30,-0.30,-0.10,-0.20,0.05
Raw PDF,,,,,,,,,,,,,
