Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,380.62,352.31,425.24,211.94,299.43,363.49,346.95,300.31,273.01,319.15,313.54,349.00,387.29
  └─ YOY Sales Growth %,5.49%,6.74%,25.67%,-46.31%,-21.33%,3.17%,-18.41%,41.70%,-8.82%,-12.20%,-9.63%,16.21%,41.86%
Expenses,331.85,333.19,387.61,373.63,289.67,321.57,285.64,242.63,227.64,262.13,278.81,311.66,329.63
  └─ Material Cost %,51%,54%,56%,102%,53%,55%,50%,45%,43%,46%,49%,53%,51%
  └─ Employee Cost %,16%,17%,15%,30%,19%,15%,15%,17%,19%,17%,18%,16%,14%
Operating Profit,48.77,19.12,37.63,-161.69,9.76,41.92,61.31,57.68,45.37,57.02,34.73,37.34,57.66
OPM %,12.81%,5.43%,8.85%,-76.29%,3.26%,11.53%,17.67%,19.21%,16.62%,17.87%,11.08%,10.70%,14.89%
Other Income,4.68,2.04,-4.04,-62.32,-120.48,0.56,0.32,1.49,5.95,0.98,0.49,-6.75,5.55
  └─ Exceptional items,0.00,0.00,-5.22,-62.77,-122.18,0.00,0.00,0.00,0.00,0.00,0.00,-6.75,0.86
  └─ Other income normal,4.68,2.04,1.18,0.45,1.70,0.56,0.32,1.49,5.95,0.98,0.49,0.00,4.69
Interest,21.96,24.61,24.44,25.37,30.69,30.87,28.28,26.54,29.12,23.90,20.83,22.45,27.57
Depreciation,26.45,25.91,26.21,25.96,25.25,25.07,25.34,24.54,24.30,23.58,24.49,25.57,26.04
Profit before tax,5.04,-29.36,-17.06,-275.34,-166.66,-13.46,8.01,8.09,-2.10,10.52,-10.10,-17.43,9.60
Tax %,25.40%,-34.91%,0.00%,0.00%,53.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Net Profit,3.76,-19.11,-17.06,-275.34,-255.45,-13.46,8.01,8.09,-2.10,10.52,-10.10,-17.43,9.60
  └─ Minority share,0,-0,-0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,-5,-63,-57,0,0,0,0,0,0,-7,1
  └─ Profit excl Excep,4,-19,-12,-213,-198,-13,8,8,-2,11,-10,-11,9
  └─ Profit for PE,4,-20,-12,-213,-198,-13,8,8,-2,11,-10,-11,9
  └─ Profit for EPS,4,-20,-17,-275,-255,-13,8,8,-2,11,-10,-17,10
  └─ YOY Profit Growth %,19%,-19%,-20%,-47338%,-5359%,31%,167%,104%,99%,178%,-226%,-232%,516%
EPS in Rs,0.79,-4.07,-3.58,-57.36,-53.20,-3.74,2.22,2.24,-0.58,2.91,-2.79,-4.82,2.65
Raw PDF,,,,,,,,,,,,,
