Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,10931,11941,12192,12381,11983,12653,13291,13675,12959,13851,14478,15521,14612
  └─ YOY Sales Growth %,15.71%,10.96%,11.32%,10.14%,9.63%,5.96%,9.01%,10.46%,8.14%,9.47%,8.93%,13.49%,12.76%
Expenses,8129,8609,9013,8904,8948,9045,9352,9666,9243,9550,9951,10572,10658
  └─ Material Cost %,20.59%,23.10%,22.86%,22.11%,19.87%,21.15%,20.27%,20.04%,20.35%,20.32%,20.60%,18.98%,19.17%
  └─ Employee Cost %,19.94%,20.12%,19.39%,19.09%,19.19%,19.40%,18.64%,18.66%,19.20%,20.23%,19.10%,18.63%,20.26%
Operating Profit,2802,3332,3179,3477,3035,3608,3939,4009,3716,4302,4527,4948,3954
OPM %,26%,28%,26%,28%,25%,29%,30%,29%,29%,31%,31%,32%,27%
Other Income,202,-118,294,180,504,533,354,149,251,-354,470,89,458
  └─ Exceptional items,-171,-323,0,-70,-102,0,0,-316,-362,-818,0,-489,0
  └─ Other income normal,373,204,294,250,606,533,354,466,613,464,470,579,458
Interest,93,81,49,35,74,62,69,52,49,75,100,78,86
Depreciation,672,651,633,622,650,655,626,631,664,701,730,732,775
Profit before tax,2240,2481,2791,3000,2816,3424,3598,3476,3254,3173,4168,4227,3551
Tax %,10%,19%,14%,14%,5%,16%,16%,16%,34%,27%,25%,20%,23%
Net Profit,1983,2006,2385,2561,2659,2861,3037,2913,2154,2293,3125,3381,2710
  └─ Profit from Associates,-34,-7,-16,-7,-8,-11,7,-5,-7,-10,-12,-20,-14
  └─ Minority share,2,17,-10,-37,-4,-25,3,-10,-4,-14,-7,-12,4
  └─ Exceptional items AT,-154,-262,0,-60,-96,0,0,-265,-240,-594,0,-394,0
  └─ Profit excl Excep,2137,2268,2385,2620,2755,2861,3037,3178,2394,2887,3125,3775,2710
  └─ Profit for PE,2139,2284,2376,2583,2751,2836,3040,3168,2390,2869,3118,3761,2714
  └─ Profit for EPS,1984,2023,2376,2524,2655,2836,3040,2903,2150,2279,3118,3369,2714
  └─ YOY Profit Growth %,41%,11%,5%,19%,29%,24%,28%,23%,-13%,1%,3%,19%,14%
EPS in Rs,8.27,8.43,9.90,10.52,11.06,11.82,12.67,12.10,8.96,9.50,13.00,14.04,11.31
Raw PDF,,,,,,,,,,,,,
