Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1699,1806,1887,1885,1975,1899,2081,2075,2099,2028,2207,2288,2368
  └─ YOY Sales Growth %,2.85%,10.90%,2.87%,9.39%,16.23%,5.16%,10.28%,10.12%,6.30%,6.78%,6.08%,10.23%,12.81%
Expenses,1534,1623,1693,1709,1754,1725,1873,1889,1878,1833,2004,2078,2146
  └─ Material Cost %,63%,63%,63%,64%,61%,63%,64%,65%,64%,63%,64%,65%,64%
  └─ Employee Cost %,11%,11%,11%,11%,10%,11%,11%,11%,10%,12%,11%,10%,10%
Operating Profit,165,183,194,176,221,174,208,186,221,195,203,210,222
OPM %,10%,10%,10%,9%,11%,9%,10%,9%,11%,10%,9%,9%,9%
Other Income,21,-9,15,34,12,6,7,-88,-51,67,3,-100,7
  └─ Exceptional items,0.00,-20.92,0.00,0.00,0.00,0.00,0.00,-90.92,-56.42,61.19,0.00,-104.88,0.00
  └─ Other income normal,20.64,11.62,14.80,34.00,11.56,6.24,7.39,2.62,5.15,5.60,3.49,5.23,6.95
Interest,53,49,50,50,45,44,43,42,41,36,32,31,35
Depreciation,92,80,85,89,82,80,82,81,81,81,83,82,86
Profit before tax,41,44,74,71,105,56,91,-25,47,144,92,-3,109
Tax %,3%,23%,25%,-443%,44%,39%,36%,82%,51%,25%,31%,245%,35%
Net Profit,40,34,56,384,58,34,58,-45,23,107,63,-11,70
  └─ Minority share,-0,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,1,-1
  └─ Exceptional items AT,0,-21,0,0,0,0,0,-71,-32,46,0,-97,0
  └─ Profit excl Excep,40,55,56,384,58,34,58,25,55,62,63,86,70
  └─ Profit for PE,40,52,54,383,57,32,56,23,49,60,61,78,69
  └─ Profit for EPS,40,32,54,383,57,32,56,-47,21,105,61,-10,69
  └─ YOY Profit Growth %,220%,1239%,380%,1776%,44%,-38%,3%,-94%,-13%,86%,9%,237%,40%
EPS in Rs,2.59,2.11,3.55,25.05,3.72,2.12,3.64,-3.10,1.35,6.88,3.99,-0.67,4.54
Raw PDF,,,,,,,,,,,,,
