Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,35.51,22.28,35.06,43.63,29.86,28.23,56.63,52.17,44.96,51.31,66.06,74.14,103.20
  └─ YOY Sales Growth %,20%,-25%,-21%,46%,-16%,27%,62%,20%,51%,82%,17%,42%,130%
Expenses,36.52,27.02,35.66,642.31,77.56,32.41,70.21,80.66,52.53,73.00,69.93,73.21,111.48
  └─ Material Cost %,70%,95%,81%,94%,86%,86%,92%,86%,77%,87%,88%,75%,91%
  └─ Employee Cost %,12%,17%,11%,8%,170%,16%,12%,11%,16%,12%,12%,15%,12%
Operating Profit,-1.01,-4.74,-0.60,-598.68,-47.70,-4.18,-13.58,-28.49,-7.57,-21.69,-3.87,0.93,-8.28
OPM %,-2.84%,-21.27%,-1.71%,-1372.18%,-159.75%,-14.81%,-23.98%,-54.61%,-16.84%,-42.27%,-5.86%,1.25%,-8.02%
Other Income,0.56,1.00,1.95,2.62,1317.87,6.21,64.33,38.91,68.19,101.08,6.06,5.74,7.13
  └─ Exceptional items,0.00,0.00,0.00,0.00,1315.59,0.00,61.16,0.00,57.50,94.41,-2.00,0.00,-3.07
  └─ Other income normal,0.56,1.00,1.95,2.62,2.28,6.21,3.17,38.91,10.69,6.67,8.06,5.74,10.20
Interest,19.64,20.14,20.22,20.30,-43.20,3.41,3.47,3.65,4.05,0.98,2.11,2.25,0.69
Depreciation,1.57,1.37,1.39,1.39,1.31,1.19,1.20,1.24,1.20,0.47,0.51,0.56,0.65
Profit before tax,-21.66,-25.25,-20.26,-617.75,1312.06,-2.57,46.08,5.53,55.37,77.94,-0.43,3.86,-2.49
Tax %,-4.85%,0.00%,0.00%,0.01%,-1.82%,0.00%,0.00%,313.20%,-1.01%,0.00%,0.00%,9.07%,-19.68%
Net Profit,-20.61,-25.25,-20.25,-617.82,1335.89,-2.57,46.08,-11.79,55.92,77.94,-0.43,3.52,-2.00
  └─ Exceptional items AT,0,0,0,0,1316,0,61,0,58,94,-2,0,-3
  └─ Profit excl Excep,-21,-25,-20,-618,20,-3,-15,-12,-2,-16,2,4,1
  └─ Profit for PE,-21,-25,-20,-618,20,-3,-15,-12,-2,-16,2,4,1
  └─ Profit for EPS,-21,-25,-20,-618,1336,-3,46,-12,56,78,-0,4,-2
  └─ YOY Profit Growth %,69%,18%,23%,-1665%,198%,90%,26%,98%,-108%,-541%,110%,130%,168%
EPS in Rs,-0.52,-0.63,-0.51,-15.50,33.52,-0.06,1.16,-0.28,1.25,1.74,-0.01,0.08,-0.04
Raw PDF,,,,,,,,,,,,,
