Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,363,321,350,366,424,393,422,392,493,383,434,474,520
  └─ YOY Sales Growth %,11.57%,8.51%,15.94%,21.21%,16.91%,22.50%,20.51%,7.36%,16.14%,-2.51%,2.87%,20.75%,5.51%
Expenses,318,281,303,316,369,337,362,337,410,325,369,402,434
  └─ Material Cost %,68%,67%,66%,65%,66%,64%,65%,65%,65%,62%,63%,66%,64%
  └─ Employee Cost %,10%,12%,12%,13%,12%,12%,12%,13%,10%,14%,13%,11%,10%
Operating Profit,45,40,47,50,55,56,61,56,82,58,66,72,86
OPM %,12%,12%,13%,14%,13%,14%,14%,14%,17%,15%,15%,15%,17%
Other Income,1,1,1,1,2,1,1,1,2,1,1,-5,2
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.45,0.00
  └─ Other income normal,1.31,0.95,0.96,0.57,1.73,0.79,0.75,0.95,2.39,1.18,0.83,0.87,1.95
Interest,20,22,22,22,24,24,22,21,23,23,24,26,22
Depreciation,8,9,9,9,12,10,11,11,11,12,13,15,24
Profit before tax,17,11,17,19,21,23,29,24,51,25,30,26,42
Tax %,36%,36%,35%,37%,36%,26%,26%,26%,27%,26%,27%,25%,26%
Net Profit,11,7,11,12,14,17,22,18,37,18,22,20,31
  └─ Minority share,-0.02,-0.01,-0.03,-0.01,-0.01,-0.01,-0.06,-0.01,-0.14,-0.05,-0.08,-0.07,-0.04
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.94,0.00
  └─ Profit excl Excep,11.27,6.94,11.03,11.95,13.72,17.03,21.58,18.09,37.28,18.48,22.35,23.46,30.90
  └─ Profit for PE,11.25,6.93,11.00,11.94,13.71,17.02,21.52,18.08,37.14,18.43,22.27,23.38,30.86
  └─ Profit for EPS,11.25,6.93,11.00,11.94,13.71,17.02,21.52,18.08,37.14,18.43,22.27,19.45,30.86
  └─ YOY Profit Growth %,-16.60%,10.00%,75.44%,87.74%,21.87%,145.60%,95.64%,51.42%,170.90%,8.28%,3.49%,29.29%,-16.91%
EPS in Rs,1.75,1.08,1.71,1.86,2.13,2.65,3.35,2.81,5.78,2.87,3.46,3.02,4.80
Raw PDF,,,,,,,,,,,,,
