Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,0,0,0,0,0,0,0,0,5,4,4,1,6
  └─ YOY Sales Growth %,,,0.00%,0.00%,-66.67%,300.00%,-100.00%,0.00%,53400.00%,11050.00%,,12100.00%,15.33%
Expenses,0,0,0,0,0,0,0,2,7,5,71,-64,200
  └─ Material Cost %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,86.54%,97.53%,89.56%,96.72%,33.23%
  └─ Employee Cost %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1800.00%,4.67%,4.04%,5.10%,11.48%,2.76%
Operating Profit,-0,-0,-0,-0,-0,-0,-0,-2,-1,-0,-67,66,-193
OPM %,-967%,-2100%,-2100%,-3800%,-3800%,-875%,,-16800%,-26%,-11%,-1623%,5384%,-3136%
Other Income,0,0,0,0,0,0,0,0,0,0,-0,-58,-13
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.47,-57.53,-12.99
  └─ Other income normal,0.36,0.36,0.36,0.36,0.36,0.00,0.01,0.10,0.17,0.01,0.03,0.03,0.07
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,23,23,24,24,24,23,24,24,42,22,22,17,0
Profit before tax,-23,-23,-23,-24,-24,-24,-24,-25,-43,-22,-89,-9,-206
Tax %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Net Profit,-23,-23,-23,-24,-24,-24,-24,-25,-43,-22,-89,-9,-206
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,-0,-58,-13
  └─ Profit excl Excep,-23,-23,-23,-24,-24,-24,-24,-25,-43,-22,-88,49,-193
  └─ Profit for PE,-23,-23,-23,-24,-24,-24,-24,-25,-43,-22,-88,49,-193
  └─ Profit for EPS,-23,-23,-23,-24,-24,-24,-24,-25,-43,-22,-89,-9,-206
  └─ YOY Profit Growth %,,,-0%,-1%,-1%,-2%,-2%,-7%,-82%,7%,-269%,292%,-349%
EPS in Rs,-4.13,-4.11,-4.15,-4.18,-4.18,-4.20,-4.24,-4.48,-7.61,-3.90,-15.72,-0.16,-3.65
Raw PDF,,,,,,,,,,,,,
