Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,12.21,12.90,15.14,13.67,8.19,9.10,8.82,7.98,7.44,8.48,11.85,11.02,12.17
  └─ YOY Sales Growth %,21%,58%,89%,83%,-33%,-29%,-42%,-42%,-9%,-7%,34%,38%,64%
Expenses,10.03,12.23,14.35,13.27,8.26,9.28,8.75,7.86,6.93,8.13,11.35,11.15,12.58
  └─ Material Cost %,-2.46%,-1.01%,8.65%,6.00%,-9.65%,26.48%,25.17%,12.41%,-7.93%,0.35%,1.43%,3.27%,27.61%
  └─ Employee Cost %,35.71%,34.73%,33.69%,34.53%,48.23%,38.46%,39.23%,45.36%,50.67%,41.75%,32.91%,37.84%,31.06%
Operating Profit,2.18,0.67,0.79,0.40,-0.07,-0.18,0.07,0.12,0.51,0.35,0.50,-0.13,-0.41
OPM %,17.85%,5.19%,5.22%,2.93%,-0.85%,-1.98%,0.79%,1.50%,6.85%,4.13%,4.22%,-1.18%,-3.37%
Other Income,0.14,0.12,0.00,0.05,0.00,0.00,0.01,0.00,0.03,0.02,-0.01,-0.33,-0.13
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.41,-0.10
  └─ Other income normal,0.14,0.12,0.00,0.05,0.00,0.00,0.01,0.00,0.03,0.02,-0.01,0.08,-0.03
Interest,0.15,0.13,0.15,0.11,0.08,0.06,0.11,0.14,0.16,0.15,0.16,0.14,0.14
Depreciation,0.25,0.24,0.26,0.26,0.23,0.21,0.21,0.22,0.29,0.16,0.19,0.20,0.19
Profit before tax,1.92,0.42,0.38,0.08,-0.38,-0.45,-0.24,-0.24,0.09,0.06,0.14,-0.80,-0.87
Tax %,13.54%,33.33%,-18.42%,-100.00%,-5.26%,6.67%,-12.50%,-12.50%,-111.11%,50.00%,0.00%,-25.00%,-13.79%
Net Profit,1.66,0.28,0.45,0.16,-0.36,-0.47,-0.21,-0.20,0.20,0.02,0.14,-0.61,-0.76
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-0,-0
  └─ Profit excl Excep,2,0,0,0,-0,-0,-0,-0,0,0,0,-0,-1
  └─ Profit for PE,2,0,0,0,-0,-0,-0,-0,0,0,0,-0,-1
  └─ Profit for EPS,2,0,0,0,-0,-0,-0,-0,0,0,0,-1,-1
  └─ YOY Profit Growth %,14%,1033%,194%,125%,-122%,-268%,-147%,-225%,156%,104%,167%,0%,-430%
EPS in Rs,1.55,0.26,0.42,0.15,-0.34,-0.44,-0.20,-0.19,0.19,0.02,0.13,-0.57,-0.71
Raw PDF,,,,,,,,,,,,,
