Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,364,401,422,445,423,455,438,453,466,425,412,484,485
  └─ YOY Sales Growth %,-1.25%,32.62%,4.66%,27.57%,16.33%,13.51%,3.78%,1.85%,10.11%,-6.59%,-5.97%,6.93%,4.05%
Expenses,348,375,388,394,375,404,394,417,424,401,381,438,460
  └─ Material Cost %,66%,65%,65%,61%,61%,62%,62%,64%,68%,62%,64%,61%,62%
  └─ Employee Cost %,12%,11%,10%,11%,11%,11%,11%,12%,12%,13%,14%,13%,12%
Operating Profit,16,26,34,51,48,52,44,36,42,24,31,46,24
OPM %,4%,7%,8%,11%,11%,11%,10%,8%,9%,6%,7%,10%,5%
Other Income,3,2,3,4,4,3,5,5,5,4,30,4,8
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.83,0.00,0.00
  └─ Other income normal,3.12,2.42,3.24,4.07,4.24,3.43,4.99,5.34,4.61,4.41,4.63,3.81,8.46
Interest,1,0,0,2,1,1,1,1,5,4,4,4,4
Depreciation,7,8,8,8,10,6,2,5,16,9,11,10,6
Profit before tax,11,21,29,44,42,48,46,35,26,16,46,35,23
Tax %,26%,29%,26%,27%,32%,25%,24%,24%,21%,26%,10%,22%,33%
Net Profit,8,15,21,32,29,36,35,27,20,11,41,28,16
  └─ Minority share,0.00,0.00,0.00,0.00,-0.46,0.00,0.00,0.00,0.01,-0.66,-0.17,0.01,0.04
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.20,0.00,0.00
  └─ Profit excl Excep,8.24,14.63,21.26,31.99,28.74,36.17,34.85,26.69,20.31,11.41,17.84,27.50,15.70
  └─ Profit for PE,8.24,14.63,21.26,31.99,28.28,36.17,34.85,26.69,20.32,10.75,17.77,27.51,15.74
  └─ Profit for EPS,8.24,14.63,21.26,31.99,28.28,36.17,34.85,26.69,20.32,10.75,40.87,27.51,15.74
  └─ YOY Profit Growth %,-33.12%,159.86%,34.47%,255.84%,243.20%,147.23%,63.92%,-16.57%,-28.15%,-70.28%,-49.02%,3.07%,-22.54%
EPS in Rs,0.16,0.29,0.42,0.63,0.55,0.71,0.64,0.49,0.37,0.20,0.75,0.50,0.29
Raw PDF,,,,,,,,,,,,,
