Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,473,399,312,316,361,296,268,230,282,243,248,248,283
  └─ YOY Sales Growth %,-17.54%,-19.95%,-35.08%,-24.80%,-23.81%,-25.84%,-14.21%,-27.38%,-21.85%,-17.99%,-7.49%,7.80%,0.34%
Expenses,460,388,307,308,360,295,265,226,267,235,232,238,261
  └─ Material Cost %,28.67%,18.19%,15.70%,9.19%,14.70%,13.15%,10.40%,9.53%,10.70%,12.73%,7.83%,12.68%,9.57%
  └─ Employee Cost %,6.76%,7.59%,9.28%,9.02%,6.03%,9.16%,9.90%,11.01%,6.51%,10.66%,11.20%,11.30%,9.47%
Operating Profit,14,11,6,9,1,1,3,4,15,8,16,10,21
OPM %,3%,3%,2%,3%,0%,0%,1%,2%,5%,3%,6%,4%,8%
Other Income,5,1,6,4,10,10,4,3,52,10,10,18,2
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.34,0.00,0.43
  └─ Other income normal,5.33,0.62,5.66,3.69,9.89,10.47,3.64,2.56,37.95,9.60,9.29,18.08,1.08
Interest,234,222,5,115,-263,6,5,2,2,2,5,5,0
Depreciation,20,19,17,17,16,16,16,16,8,7,7,7,8
Profit before tax,-235,-229,-11,-120,257,-10,-14,-11,58,8,13,16,15
Tax %,-59%,-35%,-33%,-35%,36%,-8%,-25%,-2%,25%,39%,36%,48%,-26%
Net Profit,-97,-150,-7,-79,164,-10,-11,-11,43,5,9,8,19
  └─ Minority share,0.03,-0.21,0.08,-0.25,0.38,-0.33,-0.06,-0.13,0.04,-0.29,-0.11,-0.20,0.17
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.75,0.00,0.22,0.00,0.39
  └─ Profit excl Excep,-96.89,-150.10,-7.31,-78.58,163.72,-9.54,-10.72,-11.08,32.65,4.93,8.40,8.09,18.41
  └─ Profit for PE,-96.86,-150.31,-7.23,-78.83,164.10,-9.87,-10.78,-11.21,32.69,4.64,8.29,7.89,18.58
  └─ Profit for EPS,-96.86,-150.31,-7.23,-78.83,164.10,-9.87,-10.78,-11.21,43.44,4.64,8.51,7.89,18.97
  └─ YOY Profit Growth %,34.80%,-49.16%,94.68%,42.58%,269.42%,93.43%,-49.10%,85.78%,-80.08%,147.01%,176.93%,170.38%,-43.16%
EPS in Rs,-16.95,-26.30,-1.27,-13.80,28.72,-1.73,-1.89,-1.96,6.46,0.60,1.08,1.00,2.40
Raw PDF,,,,,,,,,,,,,
