Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,622,588,611,521,853,818,849,837,901,881,919,1015,1048
  └─ YOY Sales Growth %,22.98%,7.11%,1.81%,-10.66%,37.25%,39.00%,38.94%,60.71%,5.66%,7.68%,8.25%,21.23%,16.26%
Expenses,566,546,579,474,784,753,777,771,823,806,841,924,952
  └─ Material Cost %,63%,61%,63%,63%,58%,58%,57%,58%,58%,58%,59%,60%,60%
  └─ Employee Cost %,11%,13%,12%,10%,12%,14%,14%,14%,13%,14%,14%,13%,12%
Operating Profit,55,42,32,47,69,65,72,66,79,75,79,91,96
OPM %,9%,7%,5%,9%,8%,8%,9%,8%,9%,8%,9%,9%,9%
Other Income,-1,-17,-85,1,-4,6,2,2,-8,3,2,3,4
  └─ Exceptional items,-9.05,-18.75,-85.46,0.00,-7.02,0.19,-0.44,-0.93,-11.81,-1.01,-1.59,-0.87,0.00
  └─ Other income normal,8.54,1.61,0.64,1.37,2.85,5.98,2.59,3.13,3.97,3.80,4.09,3.96,3.82
Interest,13,14,13,15,16,17,18,20,18,17,15,15,12
Depreciation,28,24,24,21,33,32,32,33,36,36,37,36,38
Profit before tax,14,-13,-90,13,16,21,24,15,17,25,30,43,49
Tax %,31%,7%,-120%,29%,31%,32%,34%,97%,62%,25%,28%,29%,24%
Net Profit,10,-14,18,9,11,15,16,0,7,19,21,31,37
  └─ Exceptional items AT,-6,-17,-85,0,-4,0,-0,0,1,-1,-1,-1,0
  └─ Profit excl Excep,16,3,103,9,15,14,16,0,6,19,23,31,37
  └─ Profit for PE,16,3,103,9,15,14,16,0,6,19,23,31,37
  └─ Profit for EPS,10,-14,18,9,11,15,16,0,7,19,21,31,37
  └─ YOY Profit Growth %,720%,190%,206360%,-64%,-7%,393%,-84%,-97%,-59%,33%,38%,12875%,522%
EPS in Rs,5.87,-8.90,10.93,5.59,6.62,8.99,9.91,0.24,4.01,6.70,7.77,11.04,13.37
Raw PDF,,,,,,,,,,,,,
