Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,13.43,10.39,17.01,20.99,8.06,25.69,11.10,15.36,25.55,14.27,11.06,11.82,15.36
  └─ YOY Sales Growth %,-10.47%,14.05%,128.02%,293.07%,-39.99%,147.26%,-34.74%,-26.82%,217.00%,-44.45%,-0.36%,-23.05%,-39.88%
Expenses,10.50,6.92,12.61,20.37,2.61,20.32,7.23,13.01,9.96,10.29,8.09,11.26,8.51
  └─ Material Cost %,50.86%,45.14%,60.26%,85.18%,-17.00%,68.78%,39.28%,64.06%,26.58%,50.32%,50.72%,62.18%,37.57%
  └─ Employee Cost %,6.85%,11.84%,7.64%,5.38%,20.60%,5.22%,13.06%,10.42%,6.58%,10.58%,13.29%,23.18%,9.31%
Operating Profit,2.93,3.47,4.40,0.62,5.45,5.37,3.87,2.35,15.59,3.98,2.97,0.56,6.85
OPM %,21.82%,33.40%,25.87%,2.95%,67.62%,20.90%,34.86%,15.30%,61.02%,27.89%,26.85%,4.74%,44.60%
Other Income,0.65,1.13,1.53,1.26,0.25,1.66,2.47,1.92,1.85,1.93,4.19,1.92,1.75
  └─ Other income normal,0.65,1.13,1.53,1.26,0.25,1.66,2.47,1.92,1.85,1.93,4.19,1.92,1.75
Interest,0.32,0.41,0.45,0.45,0.45,0.42,0.29,0.22,-0.00,-0.00,-0.00,-0.00,-0.00
Depreciation,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
Profit before tax,2.78,3.72,5.01,0.96,4.78,6.14,5.58,3.58,16.97,5.44,6.69,2.01,8.13
Tax %,40.29%,32.80%,28.74%,37.50%,-2.09%,32.90%,29.21%,33.52%,35.30%,33.64%,26.31%,32.84%,33.33%
Net Profit,1.66,2.50,3.57,0.59,4.87,4.12,3.95,2.37,10.98,3.61,4.94,1.36,5.42
  └─ Minority share,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,-0,-0,-0
  └─ Profit excl Excep,2,2,4,1,5,4,4,2,11,4,5,1,5
  └─ Profit for PE,2,2,3,1,5,4,4,2,10,3,5,1,5
  └─ Profit for EPS,2,2,3,1,5,4,4,2,10,3,5,1,5
  └─ YOY Profit Growth %,-73%,-9%,49%,104%,199%,64%,11%,298%,123%,-12%,26%,-42%,-50%
EPS in Rs,0.38,0.59,0.84,0.14,1.14,0.96,0.93,0.55,2.54,0.85,1.18,0.32,1.26
Raw PDF,,,,,,,,,,,,,
