Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1646,936,343,330,1426,739,1093,969,2122,435,740,498,3458
  └─ YOY Sales Growth %,24%,283%,108%,68%,-13%,-21%,219%,193%,49%,-41%,-32%,-49%,63%
Expenses,1300,1085,438,397,1303,926,1064,960,2047,705,1336,695,2936
  └─ Material Cost %,60%,73%,47%,32%,60%,67%,56%,49%,63%,41%,87%,30%,57%
  └─ Employee Cost %,7%,6%,21%,24%,8%,13%,10%,12%,6%,34%,23%,26%,4%
Operating Profit,346,-149,-95,-66,123,-187,29,9,75,-270,-596,-197,522
OPM %,21%,-16%,-28%,-20%,9%,-25%,3%,1%,4%,-62%,-80%,-40%,15%
Other Income,284,379,262,218,526,960,253,271,559,1186,1210,514,434
  └─ Exceptional items,0,0,0,0,0,0,0,0,0,0,0,-21,-2
  └─ Other income normal,284,379,262,218,526,960,253,271,559,1186,1210,535,436
Interest,54,30,48,43,31,41,45,42,46,33,22,31,52
Depreciation,7,7,7,14,16,17,18,18,21,22,26,32,36
Profit before tax,570,193,111,95,601,716,219,220,567,861,566,255,869
Tax %,20%,31%,35%,34%,20%,28%,-52%,28%,33%,30%,29%,24%,26%
Net Profit,454,134,73,63,478,519,334,158,378,598,403,194,645
  └─ Minority share,-42,-9,-6,-0,-7,1,1,4,4,2,2,1,4
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-16,-2
  └─ Profit excl Excep,454,134,73,63,478,519,334,158,378,598,403,210,647
  └─ Profit for PE,412,125,67,62,471,520,335,163,382,600,405,211,651
  └─ Profit for EPS,412,125,67,62,471,520,335,163,382,600,405,195,650
  └─ YOY Profit Growth %,58%,174%,22%,6%,14%,316%,402%,161%,-19%,15%,21%,30%,71%
EPS in Rs,14.82,4.49,2.40,2.24,16.95,18.70,12.06,5.40,12.68,19.92,13.45,6.48,21.58
Raw PDF,,,,,,,,,,,,,
