Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,5.12,8.77,5.94,5.28,6.90,6.84,4.53,7.72,8.84,10.49,6.38,7.73,9.72
  └─ YOY Sales Growth %,-98.81%,-0.11%,63.19%,42.70%,34.77%,-22.01%,-23.74%,46.21%,28.12%,53.36%,40.84%,0.13%,9.95%
Expenses,9.66,11.48,9.17,8.13,9.60,9.20,8.24,9.69,12.29,13.14,9.22,11.84,13.67
  └─ Material Cost %,82%,69%,69%,61%,75%,43%,100%,76%,85%,84%,87%,93%,88%
  └─ Employee Cost %,12%,7%,19%,18%,2%,10%,13%,9%,8%,6%,10%,10%,7%
Operating Profit,-4.54,-2.71,-3.23,-2.85,-2.70,-2.36,-3.71,-1.97,-3.45,-2.65,-2.84,-4.11,-3.95
OPM %,-88.67%,-30.90%,-54.38%,-53.98%,-39.13%,-34.50%,-81.90%,-25.52%,-39.03%,-25.26%,-44.51%,-53.17%,-40.64%
Other Income,0.92,1.43,0.01,1.69,8.51,2.30,2.81,-2.53,0.15,2.96,-2.34,0.94,-1.33
  └─ Other income normal,0.92,1.43,0.01,1.69,8.51,2.30,2.81,-2.53,0.15,2.96,-2.34,0.94,-1.33
Interest,0.81,0.82,0.80,0.78,0.71,0.65,0.49,0.45,0.42,0.66,0.78,0.80,1.22
Depreciation,0.67,0.68,0.69,0.69,0.67,0.66,0.67,0.67,0.66,0.67,0.69,0.64,0.71
Profit before tax,-5.10,-2.78,-4.71,-2.63,4.43,-1.37,-2.06,-5.62,-4.38,-1.02,-6.65,-4.61,-7.21
Tax %,9.80%,0.00%,0.00%,0.00%,-125.28%,0.00%,0.00%,0.00%,1.60%,0.00%,0.00%,0.00%,0.00%
Net Profit,-5.61,-2.78,-4.71,-2.63,9.99,-1.38,-2.06,-5.62,-4.45,-1.02,-6.65,-4.62,-7.21
  └─ Profit excl Excep,-6,-3,-5,-3,10,-1,-2,-6,-4,-1,-7,-5,-7
  └─ Profit for PE,-6,-3,-5,-3,10,-1,-2,-6,-4,-1,-7,-5,-7
  └─ Profit for EPS,-6,-3,-5,-3,10,-1,-2,-6,-4,-1,-7,-5,-7
  └─ YOY Profit Growth %,-103%,-189%,-425%,-112%,278%,50%,56%,-114%,-145%,26%,-223%,18%,-62%
EPS in Rs,-0.87,-0.43,-0.73,-0.41,1.55,-0.21,-0.32,-0.87,-0.69,-0.16,-1.03,-0.72,-1.12
Raw PDF,,,,,,,,,,,,,
