Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,75.75,75.87,68.10,43.07,107.47,118.22,111.47,120.75,155.06,177.09,172.50,176.81,174.54
  └─ YOY Sales Growth %,-38.33%,-26.53%,-35.89%,-50.28%,41.87%,55.82%,63.69%,180.36%,44.28%,49.80%,54.75%,46.43%,12.56%
Expenses,71.90,70.39,63.22,38.09,102.00,107.34,101.48,108.18,137.39,154.09,151.67,153.51,148.16
  └─ Material Cost %,62%,61%,58%,50%,59%,61%,64%,61%,61%,62%,62%,63%,58%
  └─ Employee Cost %,5%,6%,6%,7%,5%,5%,4%,4%,4%,4%,4%,4%,5%
Operating Profit,3.85,5.48,4.88,4.98,5.47,10.88,9.99,12.57,17.67,23.00,20.83,23.30,26.38
OPM %,5.08%,7.22%,7.17%,11.56%,5.09%,9.20%,8.96%,10.41%,11.40%,12.99%,12.08%,13.18%,15.11%
Other Income,-0.04,0.89,0.39,0.08,5.65,0.24,0.05,0.04,1.57,0.13,0.09,0.11,2.42
  └─ Other income normal,-0.04,0.89,0.39,0.08,5.65,0.24,0.05,0.04,1.57,0.13,0.09,0.11,2.42
Interest,0.85,0.84,0.98,0.98,4.61,4.59,4.59,5.80,7.57,7.90,7.33,7.30,11.67
Depreciation,1.79,1.82,1.86,1.85,3.58,3.56,3.59,4.29,4.90,4.95,5.01,5.00,4.89
Profit before tax,1.17,3.71,2.43,2.23,2.93,2.97,1.86,2.52,6.77,10.28,8.58,11.11,12.24
Tax %,64.96%,28.03%,52.67%,28.70%,3.07%,26.26%,26.34%,26.19%,32.94%,31.23%,32.05%,32.13%,21.49%
Net Profit,0.42,2.67,1.14,1.59,2.85,2.19,1.38,1.86,4.54,7.07,5.84,7.53,9.61
  └─ Profit excl Excep,0,3,1,2,3,2,1,2,5,7,6,8,10
  └─ Profit for PE,0,3,1,2,3,2,1,2,5,7,6,8,10
  └─ Profit for EPS,0,3,1,2,3,2,1,2,5,7,6,8,10
  └─ YOY Profit Growth %,-74%,5%,-51%,-90%,579%,-18%,21%,17%,59%,223%,323%,305%,112%
EPS in Rs,0.47,3.00,1.28,1.79,3.20,2.46,1.56,2.10,5.10,7.95,6.57,8.47,10.80
Raw PDF,,,,,,,,,,,,,
