Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,41.67,58.06,68.93,65.51,66.65,76.91,77.24,71.94,72.32,71.69,97.62,88.33,90.42
  └─ YOY Sales Growth %,57.01%,82.01%,55.63%,44.42%,59.95%,32.47%,12.06%,9.82%,8.51%,-6.79%,26.39%,22.78%,25.03%
Expenses,36.44,51.57,60.55,57.90,60.72,68.70,68.99,64.40,64.80,68.69,86.62,81.83,82.24
  └─ Material Cost %,49.75%,53.27%,51.82%,50.31%,45.21%,47.08%,48.59%,46.11%,43.90%,46.51%,45.75%,42.47%,42.42%
  └─ Employee Cost %,10.85%,9.47%,8.52%,8.91%,11.25%,12.42%,13.48%,14.04%,13.97%,16.59%,13.13%,13.66%,14.26%
Operating Profit,5.23,6.49,8.38,7.61,5.93,8.21,8.25,7.54,7.52,3.00,11.00,6.50,8.18
OPM %,12.55%,11.18%,12.16%,11.62%,8.90%,10.67%,10.68%,10.48%,10.40%,4.18%,11.27%,7.36%,9.05%
Other Income,0.24,0.52,0.22,0.43,0.60,0.24,0.25,0.19,0.42,0.57,0.34,-0.29,0.51
  └─ Exceptional items,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.76,0.00
  └─ Other income normal,0.18,0.52,0.22,0.43,0.60,0.24,0.25,0.19,0.42,0.57,0.34,0.47,0.51
Interest,1.11,1.37,1.50,1.74,1.68,2.84,2.77,3.12,3.31,3.32,4.07,4.23,4.52
Depreciation,0.98,1.09,1.45,1.63,2.25,3.15,3.28,3.29,3.19,3.30,4.63,1.34,3.74
Profit before tax,3.38,4.55,5.65,4.67,2.60,2.46,2.45,1.32,1.44,-3.05,2.64,0.64,0.43
Tax %,39.35%,31.21%,34.51%,34.48%,25.00%,28.46%,-4.90%,34.85%,-7.64%,-11.15%,11.74%,0.00%,-106.98%
Net Profit,2.02,3.08,3.64,2.96,1.94,1.76,2.57,0.86,1.56,-2.72,2.34,0.64,0.88
  └─ Profit from Associates,-0.03,-0.04,-0.07,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Exceptional items AT,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.76,0.00
  └─ Profit excl Excep,1.99,3.08,3.64,2.96,1.94,1.76,2.57,0.86,1.56,-2.72,2.34,1.40,0.88
  └─ Profit for PE,1.99,3.08,3.64,2.96,1.94,1.76,2.57,0.86,1.56,-2.72,2.34,1.40,0.88
  └─ Profit for EPS,2.02,3.08,3.64,2.96,1.94,1.76,2.57,0.86,1.56,-2.72,2.34,0.64,0.88
  └─ YOY Profit Growth %,142.68%,70.17%,22.97%,4.59%,-2.51%,-42.86%,-29.40%,-70.95%,-19.59%,-254.55%,-8.95%,62.79%,-43.59%
EPS in Rs,1.91,2.91,3.28,2.66,1.74,1.58,2.29,0.77,1.39,-2.19,1.87,0.51,0.71
Raw PDF,,,,,,,,,,,,,
