Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,306,239,263,233,310,282,328,256,307,377,286,270,308
  └─ YOY Sales Growth %,-31.23%,-26.94%,-9.91%,-24.69%,1.22%,17.98%,24.73%,10.07%,-1.00%,33.73%,-12.78%,5.48%,0.49%
Expenses,249,234,250,207,240,244,281,215,270,308,253,228,259
  └─ Material Cost %,66%,79%,76%,66%,57%,67%,68%,62%,67%,65%,68%,62%,63%
  └─ Employee Cost %,6%,8%,7%,9%,9%,8%,6%,8%,7%,6%,8%,9%,7%
Operating Profit,56,6,13,26,69,38,47,42,37,69,33,43,49
OPM %,18%,2%,5%,11%,22%,14%,14%,16%,12%,18%,12%,16%,16%
Other Income,-3,9,4,4,22,22,7,18,6,-8,11,17,10
  └─ Exceptional items,-4.18,0.00,-0.02,-0.01,0.03,0.00,0.00,0.00,0.00,-14.78,0.00,1.49,-5.53
  └─ Other income normal,0.94,8.73,4.00,3.55,22.18,22.21,6.84,18.02,6.11,7.10,10.77,15.53,15.58
Interest,1,0,1,1,1,1,1,1,1,1,1,1,1
Depreciation,6,6,6,7,6,6,6,7,7,6,6,7,7
Profit before tax,46,8,10,22,84,53,46,52,35,54,36,52,51
Tax %,34%,8%,39%,29%,20%,19%,30%,21%,27%,26%,23%,23%,26%
Net Profit,30,7,6,15,67,43,32,41,25,40,28,40,38
  └─ Exceptional items AT,-3,0,-0,-0,0,0,0,0,0,-10,0,1,-4
  └─ Profit excl Excep,33,7,6,15,67,43,32,41,25,50,28,39,42
  └─ Profit for PE,33,7,6,15,67,43,32,41,25,50,28,39,42
  └─ Profit for EPS,30,7,6,15,67,43,32,41,25,40,28,40,38
  └─ YOY Profit Growth %,-49%,-81%,-75%,-55%,103%,508%,435%,165%,-63%,16%,-13%,-4%,68%
EPS in Rs,18.22,4.27,3.61,9.22,40.43,25.98,19.36,24.42,15.14,23.89,16.80,24.08,22.95
Raw PDF,,,,,,,,,,,,,
