Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1456,1423,1348,1521,2135,1362,1975,1529,3128,2717,1643,2020,1814
  └─ YOY Sales Growth %,-5.89%,-1.28%,3.48%,1.77%,46.62%,-4.28%,46.55%,0.49%,46.50%,99.41%,-16.81%,32.15%,-42.00%
Expenses,1058,1027,885,1010,1381,1134,1473,1129,2150,2353,1359,1630,1403
  └─ Material Cost %,42.69%,48.36%,43.02%,43.65%,40.36%,48.57%,54.69%,48.29%,52.81%,71.72%,56.91%,57.35%,44.47%
  └─ Employee Cost %,10.62%,12.14%,9.20%,8.26%,5.79%,12.04%,8.38%,8.74%,4.12%,5.31%,8.89%,8.33%,10.01%
Operating Profit,398,396,462,511,754,229,502,400,978,364,284,390,411
OPM %,27%,28%,34%,34%,35%,17%,25%,26%,31%,13%,17%,19%,23%
Other Income,120,98,129,122,182,367,206,-94,220,264,854,399,308
  └─ Exceptional items,0,0,0,0,0,0,0,-302,0,0,235,-60,28
  └─ Other income normal,120,98,129,122,182,367,206,209,220,264,619,459,280
Interest,85,85,90,84,98,101,94,94,109,79,63,36,21
Depreciation,36,36,37,38,37,37,38,39,37,34,30,30,48
Profit before tax,397,373,464,512,802,458,577,174,1053,515,1045,723,649
Tax %,28%,27%,24%,26%,21%,26%,-81%,-154%,17%,26%,26%,-1%,-14%
Net Profit,570,526,622,656,920,645,1381,1059,1282,763,1180,1203,1269
  └─ Profit from Associates,285,254,270,279,290,305,338,618,411,381,412,473,527
  └─ Minority share,0,1,1,1,1,1,-0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,0,0,251,0,0,173,-58,28
  └─ Profit excl Excep,570,526,622,656,920,645,1381,808,1282,763,1007,1261,1241
  └─ Profit for PE,570,527,623,657,921,646,1381,808,1282,763,1007,1261,1241
  └─ Profit for EPS,570,527,623,657,921,646,1381,1059,1282,763,1180,1203,1269
  └─ YOY Profit Growth %,41%,12%,31%,26%,62%,23%,122%,23%,39%,18%,-27%,56%,-3%
EPS in Rs,2.30,2.13,2.52,2.65,3.72,2.61,5.58,4.28,5.18,3.08,4.77,4.86,5.12
Raw PDF,,,,,,,,,,,,,
