Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,7966,8003,8555,8922,9484,9605,10090,10698,11454,11536,11912,12171,12513
  └─ YOY Sales Growth %,56.77%,12.19%,12.83%,14.46%,19.05%,20.02%,17.93%,19.90%,20.78%,20.11%,18.07%,13.76%,9.25%
Interest,3361,3488,3622,3707,3988,4129,4350,4751,5224,5401,5525,5259,5336
Expenses,2341,2141,2454,2634,2712,2661,2836,3033,3293,3062,3109,3397,3104
  └─ Employee Cost %,9.24%,9.88%,9.24%,9.08%,8.70%,9.04%,8.99%,9.07%,7.91%,8.47%,7.94%,10.18%,7.75%
Financing Profit,2265,2374,2480,2581,2783,2815,2903,2914,2937,3073,3279,3514,4073
Financing Margin %,28%,30%,29%,29%,29%,29%,29%,27%,26%,27%,28%,29%,33%
Other Income,13,41,47,59,87,54,86,1574,6,6,9,26,18
  └─ Exceptional items,0.00,35.70,38.43,54.04,72.46,48.88,78.63,1566.85,0.00,-0.05,-0.05,-0.03,-0.42
  └─ Other income normal,13.30,5.18,8.97,4.91,14.14,4.73,7.14,7.16,6.02,6.12,8.89,25.77,18.92
Depreciation,427,132,137,147,153,153,159,162,171,173,174,177,175
Profit before tax,1851,2283,2391,2494,2717,2715,2830,4326,2772,2906,3113,3363,3917
Tax %,31%,25%,25%,25%,26%,25%,24%,25%,23%,26%,26%,25%,23%
Net Profit,1288,1712,1792,1874,2021,2031,2153,3249,2144,2159,2314,2530,3021
  └─ Profit from Associates,3,1,3,1,3,1,3,3,4,4,4,6,6
  └─ Minority share,-3,-7,-6,-7,-12,-8,-13,-2,0,0,0,0,-0
  └─ Exceptional items AT,0,36,38,54,72,49,79,1105,0,-0,-0,-0,-0
  └─ Profit excl Excep,1288,1676,1753,1820,1949,1982,2075,2144,2144,2159,2314,2530,3021
  └─ Profit for PE,1285,1670,1748,1812,1937,1974,2062,2143,2144,2159,2314,2530,3021
  └─ Profit for EPS,1285,1705,1786,1866,2009,2023,2140,3247,2144,2159,2314,2530,3021
  └─ YOY Profit Growth %,18%,24%,11%,1%,51%,18%,18%,18%,11%,9%,12%,18%,41%
EPS in Rs,6.86,9.10,9.52,9.94,10.69,10.76,11.39,17.27,11.40,11.48,12.30,13.45,16.06
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
