Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3380,3258,3369,3309,3426,3654,3833,3735,3814,3901,3832,3612,4056
  └─ YOY Sales Growth %,-12.61%,-19.19%,-10.57%,-4.97%,1.37%,12.14%,13.77%,12.85%,11.32%,6.75%,-0.04%,-3.28%,6.34%
Expenses,3011,2975,2984,2978,3060,3245,3441,3281,3404,3447,3446,3176,3472
  └─ Material Cost %,62%,64%,62%,60%,62%,62%,62%,61%,61%,60%,60%,58%,57%
  └─ Employee Cost %,9%,9%,9%,9%,9%,9%,9%,9%,9%,10%,10%,11%,10%
Operating Profit,370,284,386,332,366,408,392,454,410,454,386,436,584
OPM %,11%,9%,11%,10%,11%,11%,10%,12%,11%,12%,10%,12%,14%
Other Income,-52,-362,20,-64,-319,-149,-73,65,132,21,29,8,35
  └─ Exceptional items,-65.83,-381.55,0.00,-100.05,-389.70,-180.75,-92.64,25.65,69.96,0.00,0.00,-12.45,-6.60
  └─ Other income normal,13.39,19.96,20.02,35.91,70.26,31.84,19.83,39.55,62.41,21.29,28.95,20.84,41.39
Interest,130,135,132,140,128,162,178,174,184,199,188,193,197
Depreciation,166,160,164,166,165,173,173,172,176,187,189,202,209
Profit before tax,22,-373,110,-39,-247,-76,-31,173,182,89,38,49,213
Tax %,96%,12%,42%,72%,10%,30%,108%,21%,7%,35%,29%,26%,8%
Net Profit,1,-416,63,-67,-271,-98,-65,137,169,58,27,36,196
  └─ Minority share,0,0,0,0,0,-0,-0,0,0,0,0,0,-0
  └─ Exceptional items AT,-45,-336,0,-72,-365,-158,-59,19,54,0,0,-3,-6
  └─ Profit excl Excep,46,-80,63,5,94,60,-6,118,115,58,27,39,202
  └─ Profit for PE,46,-80,63,5,94,60,-6,118,115,58,27,39,202
  └─ Profit for EPS,1,-416,63,-67,-271,-98,-65,137,169,58,27,36,196
  └─ YOY Profit Growth %,-88%,-121%,-67%,119%,105%,174%,-109%,2434%,21%,-3%,584%,-67%,76%
EPS in Rs,0.12,-57.63,8.77,-9.31,-37.51,-13.63,-8.95,18.95,23.34,8.03,3.73,5.01,27.15
Raw PDF,,,,,,,,,,,,,
