Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,109,103,105,115,124,115,126,121,136,124,137,164,175
  └─ YOY Sales Growth %,16.40%,11.01%,6.34%,11.21%,13.64%,11.79%,20.29%,5.48%,9.88%,8.42%,8.29%,35.34%,28.37%
Expenses,71,68,71,84,74,80,85,79,77,85,88,106,105
  └─ Employee Cost %,50.39%,53.78%,55.24%,58.44%,48.60%,56.59%,55.81%,53.47%,44.89%,56.00%,53.08%,51.13%,48.20%
Operating Profit,38,35,34,30,50,35,41,42,59,40,49,57,70
OPM %,35%,34%,32%,26%,40%,31%,33%,35%,43%,32%,36%,35%,40%
Other Income,16,18,16,17,24,18,20,19,21,24,21,9,14
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.92,0.00
  └─ Other income normal,15.91,17.76,16.36,17.17,23.68,17.89,20.05,18.85,20.62,24.36,20.91,15.57,14.18
Interest,0,0,0,3,7,2,0,1,1,2,1,1,1
Depreciation,3,2,3,4,4,4,4,4,4,4,4,10,10
Profit before tax,51,50,47,41,62,47,57,56,74,58,64,55,73
Tax %,24%,18%,32%,20%,24%,24%,35%,24%,24%,27%,25%,29%,28%
Net Profit,39,41,32,32,47,36,37,42,56,43,48,39,53
  └─ Minority share,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-4,0
  └─ Profit excl Excep,39,41,32,32,47,36,37,42,56,43,48,43,53
  └─ Profit for PE,38,40,32,32,47,36,37,42,56,42,48,43,52
  └─ Profit for EPS,38,40,32,32,47,36,37,42,56,42,48,39,52
  └─ YOY Profit Growth %,15%,90%,-14%,-17%,22%,-12%,16%,31%,19%,19%,30%,3%,-6%
EPS in Rs,39.76,41.77,32.92,33.31,48.56,36.80,38.05,43.55,57.75,43.97,49.54,40.22,54.35
Raw PDF,,,,,,,,,,,,,
