Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2491,2591,2660,2732,2745,2859,2889,2809,2959,3178,3302,3303,4197
  └─ YOY Sales Growth %,16.89%,10.40%,16.11%,9.67%,10.20%,10.34%,8.61%,2.82%,7.80%,11.16%,14.30%,17.59%,41.84%
Expenses,1764,1800,1835,1863,1862,1955,1950,1895,1995,2146,2219,2215,2841
  └─ Material Cost %,28.26%,25.09%,24.81%,25.51%,24.74%,24.27%,23.47%,23.96%,24.70%,24.35%,24.23%,24.19%,24.18%
  └─ Employee Cost %,17.70%,19.26%,18.91%,18.16%,17.70%,19.24%,18.80%,19.54%,18.96%,19.04%,18.99%,19.71%,18.78%
Operating Profit,727,791,825,869,883,904,939,914,964,1032,1083,1088,1356
OPM %,29%,31%,31%,32%,32%,32%,32%,33%,33%,32%,33%,33%,32%
Other Income,9,34,26,55,31,24,-16,33,-42,-37,-40,-23,-83
  └─ Exceptional items,0,0,0,88,0,0,0,0,-24,0,-13,-10,-66
  └─ Other income normal,9,34,26,-33,31,24,-16,33,-18,-37,-27,-13,-17
Interest,107,103,91,80,80,75,64,57,56,56,48,45,236
Depreciation,196,191,201,213,203,197,198,199,201,201,204,206,508
Profit before tax,433,531,559,631,631,656,661,691,665,738,791,814,529
Tax %,34%,29%,31%,30%,29%,30%,31%,27%,25%,26%,25%,22%,31%
Net Profit,287,378,386,443,449,457,453,503,498,548,591,635,364
  └─ Exceptional items AT,0,0,0,62,0,0,0,0,-17,0,-9,-7,-45
  └─ Profit excl Excep,287,378,386,381,449,457,453,503,515,548,600,642,409
  └─ Profit for PE,287,378,386,381,449,457,453,503,515,548,600,642,409
  └─ Profit for EPS,287,378,386,443,449,457,453,503,498,548,591,635,364
  └─ YOY Profit Growth %,1%,7%,24%,31%,56%,21%,17%,32%,15%,20%,32%,28%,-21%
EPS in Rs,8.48,11.17,11.41,13.09,13.27,13.50,13.38,14.86,14.71,16.19,17.46,18.76,10.76
Raw PDF,,,,,,,,,,,,,
