Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,7852,6208,7497,9614,9147,8120,7247,8337,8808,7929,8394,8330,9293
  └─ YOY Sales Growth %,-11.48%,-41.86%,-9.23%,3.36%,16.50%,30.80%,-3.33%,-13.29%,-3.70%,-2.36%,15.83%,-0.08%,5.51%
Expenses,4549,3932,4027,6171,5886,4978,4711,5795,6220,5578,6091,6043,6012
  └─ Material Cost %,13.32%,24.55%,9.38%,29.72%,25.47%,21.85%,18.95%,26.70%,24.12%,23.28%,19.11%,21.58%,15.05%
  └─ Employee Cost %,9.40%,8.95%,7.82%,5.20%,6.51%,6.79%,7.77%,6.65%,6.41%,7.14%,7.67%,6.77%,6.53%
Operating Profit,3303,2277,3469,3443,3261,3142,2536,2542,2588,2351,2303,2287,3281
OPM %,42%,37%,46%,36%,36%,39%,35%,30%,29%,30%,27%,27%,35%
Other Income,173,259,-1983,635,578,355,977,302,382,980,721,657,919
  └─ Exceptional items,0,-7,-2367,-1,9,0,0,0,0,0,0,0,0
  └─ Other income normal,173,265,384,637,568,355,977,302,382,980,721,657,919
Interest,153,214,279,236,234,242,280,304,244,199,305,319,381
Depreciation,438,478,499,576,576,553,608,624,533,627,671,715,699
Profit before tax,2885,1843,708,3266,3028,2701,2626,1917,2193,2505,2048,1910,3119
Tax %,31%,24%,10%,20%,23%,25%,21%,24%,32%,18%,20%,25%,22%
Net Profit,1980,1399,640,2608,2333,2016,2069,1457,1497,2047,1644,1436,2424
  └─ Minority share,-237,27,-220,-261,-192,-131,-53,-118,-187,-150,-215,-241,-325
  └─ Exceptional items AT,0,-5,-1596,-1,7,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,1980,1404,2236,2609,2326,2016,2069,1457,1497,2047,1644,1436,2424
  └─ Profit for PE,1743,1432,1469,2348,2134,1886,2016,1339,1310,1896,1429,1195,2100
  └─ Profit for EPS,1743,1427,421,2347,2141,1886,2016,1339,1310,1896,1429,1195,2100
  └─ YOY Profit Growth %,-18%,-49%,-23%,3%,22%,32%,37%,-43%,-39%,1%,-29%,-11%,60%
EPS in Rs,10.71,8.77,2.59,14.43,13.16,11.59,12.40,8.23,8.05,11.66,8.78,7.35,12.91
Raw PDF,,,,,,,,,,,,,
