Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,84.14,66.96,71.64,82.05,79.44,61.21,74.28,75.71,89.18,64.87,88.77,94.22,138.86
  └─ YOY Sales Growth %,7%,12%,-5%,14%,-6%,-9%,4%,-8%,12%,6%,20%,24%,56%
Expenses,77.91,59.13,61.63,73.33,75.12,54.11,65.72,70.52,78.34,58.57,80.40,84.41,125.60
  └─ Material Cost %,79%,73%,71%,74%,80%,71%,72%,76%,73%,70%,73%,71%,76%
  └─ Employee Cost %,5%,6%,6%,6%,6%,7%,6%,6%,5%,8%,7%,7%,5%
Operating Profit,6.23,7.83,10.01,8.72,4.32,7.10,8.56,5.19,10.84,6.30,8.37,9.81,13.26
OPM %,7.40%,11.69%,13.97%,10.63%,5.44%,11.60%,11.52%,6.86%,12.16%,9.71%,9.43%,10.41%,9.55%
Other Income,1.81,0.41,0.34,0.39,3.59,0.42,0.15,1.45,0.52,0.35,0.85,0.55,0.19
  └─ Other income normal,1.81,0.41,0.34,0.39,3.59,0.42,0.15,1.45,0.52,0.35,0.85,0.55,0.19
Interest,1.41,0.97,1.57,0.87,0.73,0.39,0.04,0.50,0.71,0.63,0.37,0.47,0.51
Depreciation,0.66,0.76,0.70,0.79,0.48,0.63,0.66,0.93,0.84,1.09,1.02,1.13,1.09
Profit before tax,5.97,6.51,8.08,7.45,6.70,6.50,8.01,5.21,9.81,4.93,7.83,8.76,11.85
Tax %,63.15%,24.88%,25.12%,34.36%,66.87%,24.92%,25.47%,30.33%,25.18%,30.22%,22.48%,28.42%,25.74%
Net Profit,2.21,4.90,6.05,4.89,2.23,4.88,5.97,3.63,7.34,3.43,6.08,6.27,8.80
  └─ Minority share,-0.21,-0.05,-0.07,-0.11,-0.11,-0.03,-0.06,0.11,0.20,0.26,-0.01,0.32,-0.02
  └─ Profit excl Excep,2.21,4.90,6.05,4.89,2.23,4.88,5.97,3.63,7.34,3.43,6.08,6.27,8.80
  └─ Profit for PE,2.00,4.85,5.98,4.78,2.12,4.85,5.91,3.74,7.54,3.69,6.07,6.59,8.78
  └─ Profit for EPS,2.00,4.85,5.98,4.78,2.12,4.85,5.91,3.74,7.54,3.69,6.07,6.59,8.78
  └─ YOY Profit Growth %,-59.02%,-24.57%,-14.08%,2.14%,6.00%,0.00%,-1.17%,-21.76%,255.66%,-23.92%,2.71%,76.20%,16.45%
EPS in Rs,1.05,2.54,3.13,2.50,1.11,2.54,3.09,1.96,3.94,1.93,3.18,3.45,4.59
Raw PDF,,,,,,,,,,,,,
