Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2,2,4,2,2,2,3,3,2,22,24,33,32
  └─ YOY Sales Growth %,-51%,-30%,6%,22%,20%,-11%,-27%,15%,-20%,1085%,620%,1082%,1568%
Expenses,3,3,4,9,8,8,9,10,11,9,6,8,8
  └─ Employee Cost %,21.50%,35.75%,12.22%,229.46%,132.08%,208.70%,106.97%,163.90%,241.67%,17.84%,13.94%,12.25%,11.71%
Operating Profit,-1,-1,1,-7,-6,-7,-6,-7,-9,13,17,24,24
OPM %,-70%,-29%,16%,-288%,-244%,-359%,-167%,-264%,-471%,61%,73%,74%,76%
Other Income,6,5,5,4,4,5,4,8,4,2,3,-51,2
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-56.56,0.00
  └─ Other income normal,5.61,4.60,5.19,4.13,4.24,4.60,3.81,8.05,4.30,2.16,2.74,5.84,2.47
Interest,16,17,18,19,19,20,22,23,31,31,32,32,37
Depreciation,0,0,0,1,0,1,1,1,0,5,5,5,5
Profit before tax,-12,-13,-12,-22,-21,-23,-24,-23,-37,-21,-17,-63,-15
Tax %,-8%,-19%,0%,0%,-1%,0%,0%,0%,0%,0%,0%,0%,0%
Net Profit,-11,-11,-12,-22,-21,-23,-24,-23,-37,-21,-17,-63,-15
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-57,0
  └─ Profit excl Excep,-11,-11,-12,-22,-21,-23,-24,-23,-37,-21,-17,-7,-15
  └─ Profit for PE,-11,-11,-12,-22,-21,-23,-24,-23,-37,-21,-17,-7,-15
  └─ Profit for EPS,-11,-11,-12,-22,-21,-23,-24,-23,-37,-21,-17,-63,-15
  └─ YOY Profit Growth %,-1027%,-117%,-310%,-240%,-93%,-115%,-94%,-3%,-71%,9%,31%,69%,58%
EPS in Rs,-8.42,-8.12,-9.38,-16.76,-16.26,-17.47,-18.21,-17.19,-27.87,-15.98,-12.64,-48.43,-11.71
Raw PDF,,,,,,,,,,,,,
