Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,16.20,17.52,17.70,17.15,19.09,20.19,21.10,23.84,32.38,32.68,34.84,36.37,38.75
  └─ YOY Sales Growth %,29.70%,27.14%,25.09%,26.10%,17.84%,15.24%,19.21%,39.01%,69.62%,61.86%,65.12%,52.56%,19.67%
Expenses,15.71,17.39,15.91,16.60,16.77,20.55,21.16,23.87,28.25,28.67,30.89,32.28,35.34
  └─ Material Cost %,83%,87%,77%,83%,75%,88%,87%,87%,77%,79%,80%,79%,81%
  └─ Employee Cost %,4%,3%,4%,4%,4%,4%,4%,4%,3%,3%,3%,4%,3%
Operating Profit,0.49,0.13,1.79,0.55,2.32,-0.36,-0.06,-0.03,4.13,4.01,3.95,4.09,3.41
OPM %,3.02%,0.74%,10.11%,3.21%,12.15%,-1.78%,-0.28%,-0.13%,12.75%,12.27%,11.34%,11.25%,8.80%
Other Income,0.14,0.11,0.14,0.08,0.03,0.04,0.06,3.39,4.93,0.18,0.31,0.21,0.26
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.35,4.76,0.00,0.00,0.00,0.00
  └─ Other income normal,0.14,0.11,0.14,0.08,0.03,0.04,0.06,0.04,0.17,0.18,0.31,0.21,0.26
Interest,0.29,0.31,0.31,0.16,0.23,0.32,0.07,0.32,0.30,0.30,0.30,0.35,0.46
Depreciation,1.22,1.24,1.25,1.28,1.26,1.42,1.44,1.45,1.41,1.45,1.48,1.41,1.60
Profit before tax,-0.88,-1.31,0.37,-0.81,0.86,-2.06,-1.51,1.59,7.35,2.44,2.48,2.54,1.61
Tax %,-25.00%,-25.19%,24.32%,-24.69%,48.84%,-25.24%,-25.17%,25.16%,25.85%,25.00%,25.00%,25.20%,25.47%
Net Profit,-0.65,-0.98,0.28,-0.61,0.44,-1.54,-1.13,1.19,5.45,1.83,1.85,1.90,1.20
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.95,3.53,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,-0.65,-0.98,0.28,-0.61,0.44,-1.54,-1.13,-1.76,1.92,1.83,1.85,1.90,1.20
  └─ Profit for PE,-0.65,-0.98,0.28,-0.61,0.44,-1.54,-1.13,-1.76,1.92,1.83,1.85,1.90,1.20
  └─ Profit for EPS,-0.65,-0.98,0.28,-0.61,0.44,-1.54,-1.13,1.19,5.45,1.83,1.85,1.90,1.20
  └─ YOY Profit Growth %,15.58%,-84.91%,159.57%,-1933.33%,167.69%,-57.14%,-503.57%,-188.52%,336.36%,218.83%,263.72%,207.95%,-37.50%
EPS in Rs,-0.16,-0.24,0.07,-0.15,0.11,-0.38,-0.28,0.29,1.34,0.45,0.38,0.39,0.25
Raw PDF,,,,,,,,,,,,,
