Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2254,2321,2412,2498,2591,2737,2897,3062,3242,3334,3581,3778,4056
  └─ YOY Sales Growth %,37.65%,23.59%,17.72%,15.16%,14.91%,17.92%,20.13%,22.58%,25.15%,21.79%,23.59%,23.38%,25.10%
Expenses,1838,1947,2007,2056,2136,2282,2416,2524,2658,2722,2898,3045,3288
  └─ Employee Cost %,60%,60%,64%,60%,59%,57%,60%,58%,56%,55%,54%,54%,53%
Operating Profit,416,374,405,442,454,455,481,538,584,612,683,733,768
OPM %,18%,16%,17%,18%,18%,17%,17%,18%,18%,18%,19%,19%,19%
Other Income,9,22,37,38,31,31,47,43,18,55,52,-49,33
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-89.03,0.00
  └─ Other income normal,8.83,21.65,37.28,38.31,30.78,30.64,46.52,42.63,18.36,54.66,51.78,40.50,33.49
Interest,15,13,12,12,10,14,18,16,18,17,18,19,19
Depreciation,70,76,74,79,80,71,74,82,79,94,100,101,109
Profit before tax,341,307,356,389,395,401,435,482,505,555,617,565,674
Tax %,26%,25%,26%,26%,20%,24%,25%,23%,22%,23%,24%,22%,21%
Net Profit,252,229,263,286,315,306,325,373,396,425,471,439,529
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-67,0
  └─ Profit excl Excep,252,229,263,286,315,306,325,373,396,425,471,506,529
  └─ Profit for PE,252,229,263,286,315,306,325,373,396,425,471,506,529
  └─ Profit for EPS,252,229,263,286,315,306,325,373,396,425,471,439,529
  └─ YOY Profit Growth %,25%,8%,20%,10%,25%,34%,23%,30%,26%,39%,45%,36%,34%
EPS in Rs,16.45,14.86,17.11,18.59,20.47,19.89,21.02,24.12,25.59,27.17,30.15,27.86,33.55
Raw PDF,,,,,,,,,,,,,
