Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,8031,9056,9933,10114,9942,10314,11302,11035,11542,12210,14051,14756,15053
  └─ YOY Sales Growth %,21.96%,23.78%,16.03%,25.39%,23.80%,13.90%,13.78%,9.11%,16.09%,18.38%,24.33%,33.72%,30.42%
Expenses,6982,7852,8588,8639,8487,8884,9678,9402,9638,10407,11941,12488,12881
  └─ Material Cost %,64%,63%,64%,62%,61%,61%,61%,61%,60%,61%,62%,62%,63%
  └─ Employee Cost %,9%,9%,8%,8%,9%,9%,8%,8%,7%,9%,8%,7%,8%
Operating Profit,1049,1204,1345,1475,1455,1431,1624,1633,1904,1803,2110,2267,2172
OPM %,13%,13%,14%,15%,15%,14%,14%,15%,16%,15%,15%,15%,14%
Other Income,67,87,51,12,-34,48,32,70,-57,40,-14,-60,7
  └─ Exceptional items,0.00,0.00,0.00,0.00,9.66,7.55,0.00,4.50,10.81,0.00,0.00,-50.08,0.00
  └─ Other income normal,67.14,86.54,50.93,11.88,-43.53,40.77,32.31,65.11,-68.16,39.66,-14.00,-10.30,6.65
Interest,398,437,483,494,511,500,509,536,551,551,552,561,566
Depreciation,232,227,237,242,263,241,259,258,292,315,320,323,315
Profit before tax,486,627,676,750,647,738,888,908,1004,977,1223,1323,1298
Tax %,31%,30%,38%,32%,36%,34%,34%,33%,31%,34%,32%,33%,37%
Net Profit,336,441,416,510,412,485,588,609,698,643,833,891,820
  └─ Minority share,0,-7,-30,-31,-25,-24,-28,-43,-49,-33,-37,-50,-48
  └─ Exceptional items AT,0,0,0,0,10,8,0,4,11,0,0,-33,0
  └─ Profit excl Excep,336,441,416,510,402,477,588,605,687,643,833,925,820
  └─ Profit for PE,336,434,386,479,378,454,560,562,638,610,795,873,772
  └─ Profit for EPS,336,434,386,479,387,461,560,566,648,610,795,841,772
  └─ YOY Profit Growth %,21%,42%,-0%,59%,12%,4%,45%,17%,69%,34%,42%,55%,21%
EPS in Rs,7.07,9.14,8.13,10.08,8.15,9.70,11.80,11.91,13.64,12.84,16.74,17.71,16.24
Raw PDF,,,,,,,,,,,,,
