Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,37.68,33.27,30.57,28.42,30.64,20.98,31.44,28.58,36.25,29.99,35.88,28.46,32.36
  └─ YOY Sales Growth %,20.34%,-8.92%,-2.95%,-3.40%,-18.68%,-36.94%,2.85%,0.56%,18.31%,42.95%,14.12%,-0.42%,-10.73%
Expenses,34.20,28.66,27.01,25.23,27.25,18.88,27.64,24.39,31.20,26.60,31.87,23.69,30.29
  └─ Material Cost %,35.96%,33.63%,31.50%,32.86%,32.70%,27.17%,29.10%,23.37%,31.45%,31.11%,29.65%,25.44%,29.11%
  └─ Employee Cost %,7.78%,6.79%,9.68%,9.43%,8.68%,11.58%,9.16%,10.99%,9.90%,10.54%,10.26%,12.05%,11.09%
Operating Profit,3.48,4.61,3.56,3.19,3.39,2.10,3.80,4.19,5.05,3.39,4.01,4.77,2.07
OPM %,9.24%,13.86%,11.65%,11.22%,11.06%,10.01%,12.09%,14.66%,13.93%,11.30%,11.18%,16.76%,6.40%
Other Income,0.05,0.02,0.03,0.41,0.11,0.06,0.06,0.09,0.06,0.04,0.10,0.08,0.10
  └─ Other income normal,0.05,0.02,0.03,0.41,0.11,0.06,0.06,0.09,0.06,0.04,0.10,0.08,0.10
Interest,0.23,0.17,0.15,0.19,0.15,0.09,0.12,0.39,0.23,0.21,0.17,0.16,0.15
Depreciation,0.78,0.78,0.66,0.65,0.64,0.59,0.70,0.71,1.37,1.08,1.11,1.15,1.15
Profit before tax,2.52,3.68,2.78,2.76,2.71,1.48,3.04,3.18,3.51,2.14,2.83,3.54,0.87
Tax %,44.05%,30.71%,36.69%,-3.62%,11.44%,25.00%,26.97%,25.79%,33.90%,25.23%,26.50%,23.73%,32.18%
Net Profit,1.10,2.94,1.76,2.45,1.82,0.84,2.25,1.99,-8.68,1.20,1.99,2.37,0.36
  └─ Profit from Associates,-0,0,-0,-0,-1,-0,0,-0,-11,-0,-0,-0,-0
  └─ Profit excl Excep,1,3,2,2,2,1,2,2,-9,1,2,2,0
  └─ Profit for PE,1,3,2,2,2,1,2,2,-9,1,2,2,0
  └─ Profit for EPS,1,3,2,2,2,1,2,2,-9,1,2,2,0
  └─ YOY Profit Growth %,-76%,209%,167%,58%,65%,-71%,28%,-19%,-577%,43%,-12%,19%,104%
EPS in Rs,0.69,1.85,1.11,1.54,1.15,0.53,1.45,1.28,-5.60,0.77,1.28,1.53,0.23
Raw PDF,,,,,,,,,,,,,
