Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,8.97,9.64,10.05,9.36,10.26,9.43,9.07,8.23,8.56,9.34,9.79,8.26,13.37
  └─ YOY Sales Growth %,58%,69%,72%,47%,14%,-2%,-10%,-12%,-17%,-1%,8%,0%,56%
Interest,4.70,6.09,6.37,5.83,5.01,5.76,5.48,4.80,4.72,6.05,6.32,5.86,5.74
Expenses,0.58,0.09,0.15,-0.05,0.14,0.08,0.03,0.22,0.12,0.22,0.33,0.51,0.21
  └─ Employee Cost %,0.67%,0.62%,0.60%,0.75%,0.68%,0.74%,0.77%,1.70%,1.05%,1.39%,1.33%,1.57%,0.97%
Financing Profit,3.69,3.46,3.53,3.58,5.11,3.59,3.56,3.21,3.72,3.07,3.14,1.89,7.42
Financing Margin %,41.14%,35.89%,35.12%,38.25%,49.81%,38.07%,39.25%,39.00%,43.46%,32.87%,32.07%,22.88%,55.50%
Other Income,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,-0.08,0.00,0.00,0.00,0.00
  └─ Other income normal,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,-0.08,0.00,0.00,0.00,0.00
Depreciation,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Profit before tax,3.67,3.45,3.52,3.57,5.12,3.58,3.55,3.20,3.63,3.06,3.13,1.88,7.41
Tax %,22.34%,25.22%,25.00%,25.21%,25.20%,25.14%,25.35%,26.25%,25.34%,25.16%,26.52%,29.79%,25.24%
Net Profit,4.53,5.03,5.23,6.62,7.32,7.73,7.78,7.38,9.43,8.44,7.63,2.58,7.03
  └─ Profit from Associates,1.68,2.45,2.60,3.95,3.49,5.05,5.13,5.02,6.72,6.15,5.32,1.25,1.48
  └─ Profit excl Excep,4.53,5.03,5.23,6.62,7.32,7.73,7.78,7.38,9.43,8.44,7.63,2.58,7.03
  └─ Profit for PE,4.53,5.03,5.23,6.62,7.32,7.73,7.78,7.38,9.43,8.44,7.63,2.58,7.03
  └─ Profit for EPS,4.53,5.03,5.23,6.62,7.32,7.73,7.78,7.38,9.43,8.44,7.63,2.58,7.03
  └─ YOY Profit Growth %,-19.25%,8.64%,14.95%,45.81%,61.59%,53.68%,48.76%,11.48%,28.83%,9.18%,-1.93%,-65.04%,-25.45%
EPS in Rs,3.07,3.41,3.55,4.49,4.97,5.24,5.28,5.01,6.40,5.73,5.18,1.75,4.77
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
