Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,107,117,163,161,187,189,193,179,201,210,242,244,260
  └─ YOY Sales Growth %,2.36%,13.65%,39.54%,50.97%,75.27%,60.87%,18.15%,11.19%,7.35%,11.15%,25.40%,36.39%,29.73%
Expenses,83,89,127,120,139,139,143,133,150,154,173,172,185
  └─ Material Cost %,44.81%,43.06%,48.08%,44.16%,45.52%,45.92%,46.68%,46.39%,46.74%,44.48%,43.97%,41.14%,43.43%
  └─ Employee Cost %,13.56%,13.19%,10.80%,11.58%,10.22%,10.97%,10.94%,11.14%,11.95%,12.01%,10.42%,11.28%,10.31%
Operating Profit,24,28,36,40,48,49,50,45,51,56,68,71,75
OPM %,23%,24%,22%,25%,25%,26%,26%,25%,25%,27%,28%,29%,29%
Other Income,3,3,2,1,2,1,2,3,2,3,4,4,6
  └─ Other income normal,3.18,3.19,1.68,0.89,1.94,1.36,1.75,2.93,1.80,2.81,4.48,4.26,6.08
Interest,0,1,3,3,2,2,2,1,1,1,1,1,1
Depreciation,6,6,11,11,11,11,11,11,12,12,14,14,14
Profit before tax,21,24,24,28,36,38,39,36,41,46,58,60,66
Tax %,26%,25%,20%,25%,25%,25%,25%,23%,17%,25%,25%,25%,26%
Net Profit,15,18,19,21,27,28,29,28,34,35,43,45,49
  └─ Minority share,0.00,0.00,0.01,-0.09,-0.48,-0.40,-0.14,-0.15,-0.32,-0.05,-0.24,-0.43,-0.38
  └─ Profit excl Excep,15.38,18.00,19.31,20.86,27.18,28.24,29.14,27.71,33.73,34.62,43.27,45.04,48.87
  └─ Profit for PE,15.38,18.00,19.32,20.77,26.70,27.84,29.00,27.56,33.41,34.57,43.03,44.61,48.49
  └─ Profit for EPS,15.38,18.00,19.32,20.77,26.70,27.84,29.00,27.56,33.41,34.57,43.03,44.61,48.49
  └─ YOY Profit Growth %,0.13%,11.04%,-3.16%,32.21%,73.60%,54.67%,50.10%,32.69%,25.13%,24.17%,48.38%,61.87%,45.14%
EPS in Rs,5.05,5.80,6.22,6.69,8.60,8.97,9.34,8.80,10.67,11.03,13.71,13.96,15.15
Raw PDF,,,,,,,,,,,,,
