Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1694,1351,1421,1560,2196,2022,2103,2975,3790,3132,3871,4236,5493
  └─ YOY Sales Growth %,-31.54%,-2.15%,-1.14%,7.03%,29.64%,49.64%,47.98%,90.64%,72.57%,54.91%,84.03%,42.40%,44.94%
Expenses,1461,1152,1196,1313,1839,1652,1809,2475,3096,2533,3150,3498,4529
  └─ Material Cost %,66%,60%,59%,61%,63%,62%,62%,63%,65%,61%,63%,65%,67%
  └─ Employee Cost %,9%,12%,13%,11%,8%,10%,12%,9%,6%,8%,8%,7%,5%
Operating Profit,233,199,225,248,357,370,294,500,693,599,721,738,964
OPM %,14%,15%,16%,16%,16%,18%,14%,17%,18%,19%,19%,17%,18%
Other Income,257,19,-28,9,-16,23,18,28,35,33,27,23,97
  └─ Exceptional items,252,8,-35,0,-27,0,0,0,0,0,0,0,0
  └─ Other income normal,6,11,7,9,11,23,18,28,35,33,27,23,97
Interest,86,62,44,14,44,45,56,70,85,103,110,114,135
Depreciation,81,55,51,39,44,46,54,66,93,70,75,80,93
Profit before tax,323,101,102,203,253,302,202,391,551,459,562,567,833
Tax %,1%,0%,0%,0%,-0%,0%,0%,1%,-114%,29%,-127%,21%,-34%
Net Profit,320,101,102,203,254,302,201,388,1181,324,1279,445,1114
  └─ Minority share,-40,0,0,0,0,0,-0,-1,1,0,0,0,0
  └─ Exceptional items AT,249,8,-35,0,-27,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,71,93,137,203,281,302,201,388,1181,324,1279,445,1114
  └─ Profit for PE,62,93,137,203,281,302,200,387,1182,324,1279,445,1114
  └─ Profit for EPS,280,101,102,203,254,302,200,387,1182,324,1279,445,1114
  └─ YOY Profit Growth %,130%,1080%,139%,159%,352%,226%,46%,91%,321%,7%,539%,15%,-6%
EPS in Rs,0.22,0.08,0.08,0.15,0.19,0.22,0.15,0.29,0.87,0.24,0.94,0.33,0.82
Raw PDF,,,,,,,,,,,,,
