Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,845,699,646,707,821,930,815,896,1054,845,784,787,1199
  └─ YOY Sales Growth %,77.46%,1.24%,21.72%,2.07%,-2.84%,33.09%,26.26%,26.80%,28.36%,-9.13%,-3.85%,-12.18%,13.81%
Expenses,750,594,563,581,710,767,688,739,871,664,612,633,961
  └─ Material Cost %,73.79%,14.92%,66.88%,17.91%,17.99%,15.48%,9.53%,21.45%,20.93%,13.00%,17.73%,14.70%,21.95%
  └─ Employee Cost %,6.15%,5.76%,5.90%,6.74%,5.71%,4.93%,5.98%,5.89%,5.02%,6.10%,7.16%,7.42%,5.46%
Operating Profit,95,105,83,126,111,163,127,157,183,181,172,154,239
OPM %,11%,15%,13%,18%,14%,18%,16%,18%,17%,21%,22%,20%,20%
Other Income,117,51,44,29,38,23,11,17,17,13,22,-32,32
  └─ Exceptional items,45.27,-0.80,-3.08,-17.94,-7.62,-6.42,-11.59,-6.01,-4.94,-12.57,2.52,-51.56,-0.55
  └─ Other income normal,71.94,51.31,46.92,47.21,45.86,29.80,22.62,22.84,21.99,25.57,19.34,19.54,32.24
Interest,37,27,27,28,28,30,34,50,44,42,53,52,53
Depreciation,4,3,6,9,9,9,14,14,15,11,13,13,13
Profit before tax,172,126,94,118,112,148,90,111,142,141,128,58,205
Tax %,17%,26%,26%,32%,31%,26%,32%,30%,26%,28%,23%,47%,21%
Net Profit,142,93,69,80,78,110,62,77,105,101,98,31,163
  └─ Minority share,-1,-1,-7,-8,-8,-12,-3,-6,-11,-10,-8,-7,-18
  └─ Exceptional items AT,36,-1,-3,-18,-8,-6,-12,-6,-5,-13,3,-29,-1
  └─ Profit excl Excep,106,94,72,98,85,116,73,83,110,114,96,59,163
  └─ Profit for PE,106,93,65,88,77,104,70,77,99,102,88,46,145
  └─ Profit for EPS,141,92,62,72,70,98,59,71,95,91,90,24,145
  └─ YOY Profit Growth %,112%,274%,72%,55%,-28%,12%,7%,-12%,29%,-2%,27%,-40%,47%
EPS in Rs,9.43,6.63,4.48,5.17,5.04,7.08,4.23,5.16,6.83,6.56,6.53,1.74,10.45
Raw PDF,,,,,,,,,,,,,
