Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,62,85,48,64,76,114,198,91,219,177,139,139,202
  └─ YOY Sales Growth %,-61.16%,34.13%,-69.40%,147.91%,22.34%,33.85%,308.77%,43.81%,189.74%,55.67%,-29.74%,51.71%,-7.49%
Expenses,50,62,32,40,52,93,169,73,190,136,98,105,167
  └─ Material Cost %,54%,35%,32%,36%,37%,59%,66%,50%,62%,60%,44%,58%,51%
  └─ Employee Cost %,7%,9%,10%,8%,8%,5%,3%,7%,3%,4%,6%,7%,5%
Operating Profit,12,24,17,23,24,21,29,18,29,42,41,33,35
OPM %,19%,28%,35%,37%,32%,18%,15%,20%,13%,24%,29%,24%,18%
Other Income,9,13,12,7,45,12,12,9,14,12,9,7,7
  └─ Exceptional items,-0.34,0.00,4.76,-0.88,36.42,0.00,0.00,0.00,0.00,0.00,0.00,-1.81,-0.10
  └─ Other income normal,9.09,12.70,7.39,7.82,8.72,11.88,12.07,8.94,14.05,11.62,8.52,8.56,7.39
Interest,8,11,11,12,17,14,15,13,16,14,16,14,17
Depreciation,7,11,10,10,12,10,10,11,11,12,13,12,13
Profit before tax,5,14,8,8,40,9,16,3,16,28,21,14,13
Tax %,15%,15%,10%,2%,9%,28%,43%,453%,43%,24%,24%,32%,13%
Net Profit,4,12,7,8,36,7,9,-11,9,21,16,10,11
  └─ Minority share,-0.88,-0.64,-0.48,-0.29,0.32,-0.31,-0.76,-0.19,-0.13,-0.60,-0.66,-0.26,-0.89
  └─ Exceptional items AT,-0.34,0.00,4.76,-0.88,33.14,0.00,0.00,0.00,0.00,0.00,0.00,-1.23,-0.09
  └─ Profit excl Excep,4.72,11.55,2.55,9.10,2.88,6.59,8.99,-10.58,8.98,21.14,15.83,10.75,11.18
  └─ Profit for PE,3.77,10.91,2.38,8.78,3.20,6.28,8.23,-10.77,8.85,20.54,15.17,10.46,10.28
  └─ Profit for EPS,3.50,10.91,6.83,7.93,36.34,6.28,8.23,-10.77,8.85,20.54,15.17,9.26,10.20
  └─ YOY Profit Growth %,-69.34%,25.22%,-82.17%,268.07%,-15.16%,-42.44%,245.43%,-222.68%,176.56%,227.07%,84.33%,197.09%,16.19%
EPS in Rs,2.31,7.20,4.51,5.23,23.97,4.14,5.43,-7.10,5.84,13.55,10.01,6.11,6.73
Raw PDF,,,,,,,,,,,,,
