Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,523,539,600,600,607,571,661,677,669,657,787,817,815
  └─ YOY Sales Growth %,-6.42%,3.39%,3.83%,3.33%,16.05%,6.07%,10.13%,12.75%,10.25%,15.01%,19.08%,20.63%,21.79%
Expenses,434,452,496,494,506,482,551,563,567,560,650,682,699
  └─ Material Cost %,46.86%,46.38%,47.02%,45.40%,43.43%,41.95%,45.08%,44.15%,43.70%,41.86%,43.83%,44.29%,44.18%
  └─ Employee Cost %,14.77%,15.61%,14.57%,15.48%,16.00%,17.45%,15.85%,16.10%,16.93%,18.21%,16.29%,16.47%,17.18%
Operating Profit,89,87,104,107,101,89,110,114,102,97,137,135,116
OPM %,17%,16%,17%,18%,17%,16%,17%,17%,15%,15%,17%,16%,14%
Other Income,16,7,17,12,16,21,17,12,28,24,15,9,24
  └─ Exceptional items,8.03,-2.86,5.45,0.00,4.22,7.25,3.20,0.00,12.58,8.38,0.56,-7.37,1.04
  └─ Other income normal,8.38,10.27,11.70,11.78,11.99,14.12,13.97,11.70,15.45,15.16,14.50,16.24,22.51
Interest,2,2,2,2,3,2,2,2,3,3,4,4,4
Depreciation,20,18,18,20,21,21,22,24,25,26,28,30,32
Profit before tax,83,74,101,97,93,87,103,99,102,91,120,110,103
Tax %,34%,25%,25%,25%,27%,25%,25%,24%,18%,27%,22%,19%,33%
Net Profit,55,55,75,73,68,65,78,75,84,67,94,88,70
  └─ Minority share,-0,-0,0,-0,0,0,-0,0,0,0,-0,-0,0
  └─ Exceptional items AT,5,-2,4,0,3,5,2,0,10,6,0,-6,1
  └─ Profit excl Excep,49,58,71,73,65,60,75,75,74,61,93,94,69
  └─ Profit for PE,49,58,72,73,65,60,75,75,74,61,93,94,69
  └─ Profit for EPS,54,55,76,73,68,65,78,75,84,67,94,88,70
  └─ YOY Profit Growth %,-18%,12%,8%,2%,32%,4%,5%,4%,14%,2%,24%,25%,-7%
EPS in Rs,17.33,17.66,24.05,23.11,21.62,20.78,24.31,23.61,26.35,21.00,29.35,27.73,21.86
Raw PDF,,,,,,,,,,,,,
