Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2928,2806,2573,2421,2933,2636,2269,2409,3042,2873,2458,2701,3307
  └─ YOY Sales Growth %,-0.06%,5.77%,7.18%,-7.05%,0.17%,-6.02%,-11.83%,-0.48%,3.71%,8.96%,8.33%,12.12%,8.69%
Expenses,2548,2413,2243,2011,2443,2293,2050,2151,2491,2354,2091,2318,2719
  └─ Material Cost %,21.89%,16.20%,18.28%,18.29%,19.99%,19.91%,20.75%,17.45%,21.22%,17.14%,17.50%,18.80%,21.09%
  └─ Employee Cost %,5.37%,6.19%,6.71%,7.20%,5.50%,6.68%,7.30%,7.16%,5.31%,6.25%,7.25%,6.76%,5.53%
Operating Profit,380,393,330,410,491,343,219,258,552,519,367,384,588
OPM %,13%,14%,13%,17%,17%,13%,10%,11%,18%,18%,15%,14%,18%
Other Income,-403,9,6,11,7,5,10,0,4,15,4,3,-46
  └─ Exceptional items,-405.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-48.13
  └─ Other income normal,2.46,9.48,5.95,10.89,7.17,4.52,10.43,0.16,4.32,14.80,3.88,2.76,2.62
Interest,137,135,140,133,125,127,132,126,113,117,102,99,81
Depreciation,239,244,226,231,218,216,215,217,220,215,218,223,228
Profit before tax,-399,24,-30,57,155,5,-118,-85,224,202,51,65,233
Tax %,-150%,39%,-105%,45%,35%,44%,-28%,-28%,26%,34%,29%,24%,40%
Net Profit,201,14,2,31,100,3,-85,-61,166,133,36,49,141
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,-0,-0
  └─ Exceptional items AT,-405,0,0,0,0,0,0,0,0,0,0,0,-29
  └─ Profit excl Excep,606,14,2,31,100,3,-85,-61,166,133,36,49,170
  └─ Profit for PE,606,14,2,31,100,3,-85,-61,166,133,36,49,170
  └─ Profit for EPS,201,14,2,31,100,3,-85,-61,166,133,36,49,141
  └─ YOY Profit Growth %,1982%,-29%,101%,141%,-83%,-80%,-5667%,-298%,65%,4589%,143%,180%,3%
EPS in Rs,5.63,0.40,0.04,0.87,2.81,0.08,-2.38,-1.72,4.63,3.73,1.02,1.37,3.94
Raw PDF,,,,,,,,,,,,,
