Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,18.84,24.62,18.26,26.00,37.16,30.42,33.24,37.98,46.02,68.01,51.58,50.31,41.33
  └─ YOY Sales Growth %,-5.42%,86.80%,36.78%,77.47%,97.24%,23.56%,82.04%,46.08%,23.84%,123.57%,55.17%,32.46%,-10.19%
Expenses,16.23,20.56,14.40,20.62,30.57,24.27,26.36,30.15,38.06,55.51,40.94,38.71,30.91
  └─ Material Cost %,65%,72%,58%,67%,69%,67%,65%,69%,73%,75%,68%,68%,64%
  └─ Employee Cost %,11%,6%,13%,6%,6%,8%,8%,5%,3%,3%,7%,4%,6%
Operating Profit,2.61,4.06,3.86,5.38,6.59,6.15,6.88,7.83,7.96,12.50,10.64,11.60,10.42
OPM %,13.85%,16.49%,21.14%,20.69%,17.73%,20.22%,20.70%,20.62%,17.30%,18.38%,20.63%,23.06%,25.21%
Other Income,0.83,0.99,3.03,1.28,1.24,1.15,1.30,1.31,2.27,1.74,1.47,1.44,0.48
  └─ Exceptional items,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,0.83,0.99,1.86,1.28,1.24,1.15,1.30,1.31,2.27,1.74,1.47,1.44,0.48
Interest,0.12,0.04,0.02,0.08,0.06,0.04,0.05,0.02,0.15,0.14,0.13,0.09,0.15
Depreciation,0.20,0.23,0.16,0.26,0.21,0.21,0.25,0.29,0.32,0.25,0.26,0.26,0.28
Profit before tax,3.12,4.78,6.71,6.32,7.56,7.05,7.88,8.83,9.76,13.85,11.72,12.69,10.47
Tax %,34.29%,25.31%,25.19%,25.32%,19.97%,25.25%,21.45%,19.14%,19.06%,25.20%,23.81%,25.14%,25.31%
Net Profit,2.05,3.57,5.01,4.73,6.05,5.27,6.18,7.14,7.91,10.35,8.94,9.49,7.83
  └─ Minority share,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00
  └─ Exceptional items AT,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,2.05,3.57,4.13,4.73,6.05,5.27,6.18,7.14,7.91,10.35,8.94,9.49,7.83
  └─ Profit for PE,2.05,3.58,4.14,4.74,6.05,5.28,6.19,7.15,7.91,10.35,8.94,9.49,7.83
  └─ Profit for EPS,2.05,3.58,5.02,4.74,6.05,5.28,6.19,7.15,7.91,10.35,8.94,9.49,7.83
  └─ YOY Profit Growth %,-52.55%,61.99%,95.28%,114.48%,195.12%,47.49%,49.52%,50.84%,30.74%,96.02%,44.43%,32.73%,-1.01%
EPS in Rs,0.97,1.69,2.37,2.24,2.85,2.49,2.92,3.37,3.73,4.88,4.22,4.48,3.69
Raw PDF,,,,,,,,,,,,,
