Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,345,188,227,252,406,163,262,238,411,170,210,276,553
  └─ YOY Sales Growth %,6.58%,63.33%,25.72%,8.85%,17.68%,-12.93%,15.22%,-5.56%,1.25%,4.31%,-19.99%,15.84%,34.63%
Expenses,244,146,191,216,325,140,213,186,317,136,177,221,437
  └─ Material Cost %,34%,26%,38%,46%,49%,29%,42%,34%,47%,23%,34%,38%,55%
  └─ Employee Cost %,9%,16%,14%,14%,9%,19%,13%,15%,10%,19%,16%,14%,7%
Operating Profit,100,42,36,36,80,23,49,52,93,34,33,55,116
OPM %,29%,22%,16%,14%,20%,14%,19%,22%,23%,20%,16%,20%,21%
Other Income,12,8,8,7,8,8,9,7,8,7,9,8,15
  └─ Other income normal,12.25,8.18,7.65,6.53,8.13,7.96,8.81,7.27,7.66,7.28,9.11,7.74,14.55
Interest,8,9,9,9,8,7,8,7,7,6,6,6,7
Depreciation,14,14,14,14,15,15,16,16,16,16,17,17,17
Profit before tax,91,27,21,19,65,9,34,36,77,19,19,39,107
Tax %,27%,30%,33%,33%,28%,42%,30%,30%,27%,32%,33%,29%,27%
Net Profit,66,19,14,13,46,5,24,26,56,13,13,28,78
  └─ Profit excl Excep,66,19,14,13,46,5,24,26,56,13,13,28,78
  └─ Profit for PE,66,19,14,13,46,5,24,26,56,13,13,28,78
  └─ Profit for EPS,66,19,14,13,46,5,24,26,56,13,13,28,78
  └─ YOY Profit Growth %,-18%,5%,-59%,-67%,-30%,-72%,71%,99%,21%,145%,-46%,8%,39%
EPS in Rs,3.54,1.00,0.74,0.68,2.47,0.28,1.27,1.36,3.00,0.69,0.69,1.48,4.16
Raw PDF,,,,,,,,,,,,,
