Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,72,89,91,92,107,101,104,115,144,122,114,94,145
  └─ YOY Sales Growth %,27.05%,37.53%,19.36%,36.00%,47.51%,13.51%,13.82%,24.47%,34.28%,19.82%,9.74%,-18.21%,1.04%
Expenses,44,52,51,57,67,59,67,73,88,67,87,69,82
  └─ Material Cost %,21.62%,15.90%,14.49%,15.22%,20.67%,10.28%,15.39%,11.41%,12.04%,8.95%,13.89%,15.18%,13.39%
  └─ Employee Cost %,22.44%,19.40%,21.09%,21.00%,17.46%,20.42%,19.86%,18.23%,14.87%,21.45%,16.93%,25.27%,15.01%
Operating Profit,29,37,40,35,40,42,37,41,55,54,26,25,64
OPM %,40%,42%,44%,38%,37%,42%,36%,36%,38%,45%,23%,26%,44%
Other Income,10,8,8,12,12,10,10,9,23,14,10,11,18
  └─ Other income normal,10.46,8.32,8.22,11.54,12.39,10.10,9.92,9.39,23.24,13.67,10.45,10.53,17.75
Interest,1,1,1,1,1,1,1,1,1,1,0,0,0
Depreciation,4,3,4,4,4,5,6,5,4,7,8,8,8
Profit before tax,34,42,44,42,47,47,41,44,74,60,28,27,73
Tax %,18%,24%,25%,26%,19%,24%,25%,27%,33%,24%,35%,31%,30%
Net Profit,28,32,33,31,38,36,30,32,49,46,19,19,51
  └─ Minority share,-0,0,-0,-0,-0,-0,-0,0,-0,0,-0,0,-0
  └─ Profit excl Excep,28,32,33,31,38,36,30,32,49,46,19,19,51
  └─ Profit for PE,28,32,33,31,38,36,30,32,49,46,19,19,51
  └─ Profit for EPS,28,32,33,31,38,36,30,32,49,46,19,19,51
  └─ YOY Profit Growth %,24%,33%,30%,4%,35%,11%,-8%,6%,28%,29%,-39%,-42%,5%
EPS in Rs,5.22,6.00,6.11,5.69,7.02,6.62,5.58,5.96,8.93,8.47,3.38,3.43,9.27
Raw PDF,,,,,,,,,,,,,
