Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,5186,5626,6317,6795,7066,7633,8090,8489,8913,9296,9461,9949,10366
  └─ YOY Sales Growth %,38.57%,42.90%,46.97%,43.81%,36.25%,35.68%,28.06%,24.94%,26.15%,21.80%,16.95%,17.20%,16.30%
Interest,1743,2013,2209,2445,2582,2796,3058,3280,3361,3468,3518,3648,3755
Expenses,2244,2588,2898,2978,2932,3253,3537,3772,3709,4142,4359,4487,4541
  └─ Employee Cost %,10.87%,8.87%,12.20%,12.07%,12.80%,10.60%,11.47%,11.80%,11.80%,11.30%,12.66%,12.27%,11.74%
Financing Profit,1199,1025,1210,1371,1552,1584,1496,1438,1843,1687,1585,1814,2070
Financing Margin %,23%,18%,19%,20%,22%,21%,18%,17%,21%,18%,17%,18%,20%
Other Income,97,89,55,48,110,45,91,106,98,88,130,137,156
  └─ Other income normal,97,89,55,48,110,45,91,106,98,88,130,137,156
Depreciation,50,52,52,55,88,70,74,72,79,79,83,87,84
Profit before tax,1246,1062,1213,1363,1574,1559,1513,1471,1862,1696,1632,1863,2142
Tax %,28%,25%,27%,25%,27%,26%,26%,26%,27%,26%,26%,26%,24%
Net Profit,901,792,888,1027,1144,1160,1125,1093,1362,1260,1214,1386,1626
  └─ Minority share,-493,-420,-467,-560,-631,-611,-600,-607,-749,-681,-664,-760,-938
  └─ Profit excl Excep,901,792,888,1027,1144,1160,1125,1093,1362,1260,1214,1386,1626
  └─ Profit for PE,408,371,421,467,513,548,526,486,614,578,550,626,687
  └─ Profit for EPS,408,371,421,467,513,548,526,486,614,578,550,626,687
  └─ YOY Profit Growth %,34%,39%,49%,41%,26%,48%,25%,4%,20%,6%,5%,29%,12%
EPS in Rs,21.72,19.78,22.41,24.88,27.32,29.20,27.99,25.89,32.68,30.81,29.29,33.32,36.59
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
