Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,146,128,140,134,130,130,132,135,129,139,138,150,162
  └─ YOY Sales Growth %,2.84%,-4.55%,-4.12%,-3.78%,-10.45%,1.68%,-5.32%,0.28%,-0.97%,6.39%,4.33%,11.20%,25.24%
Expenses,119,90,108,102,110,102,107,107,106,111,112,112,116
  └─ Material Cost %,49.97%,35.35%,45.32%,42.49%,46.35%,45.88%,45.47%,45.97%,45.42%,46.62%,45.66%,42.32%,42.46%
  └─ Employee Cost %,8.74%,10.40%,9.69%,10.16%,12.52%,8.93%,9.74%,9.31%,9.98%,9.89%,10.03%,10.32%,7.82%
Operating Profit,27,39,31,32,20,29,26,27,23,27,26,38,45
OPM %,18%,30%,22%,24%,15%,22%,20%,20%,18%,20%,19%,25%,28%
Other Income,0,3,3,0,5,1,4,9,6,2,3,1,5
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,-0.73,0.13,6.47,3.92,-0.52,-0.51,-0.02,0.00
  └─ Other income normal,0.35,2.99,2.77,0.26,5.16,2.12,4.36,2.53,2.48,2.47,3.87,1.46,4.86
Interest,0,0,0,0,2,0,0,0,0,0,0,0,0
Depreciation,4,4,4,4,4,3,3,3,3,3,4,4,4
Profit before tax,23,38,30,29,20,27,27,33,26,26,25,35,46
Tax %,27%,25%,27%,28%,33%,26%,24%,25%,24%,26%,27%,27%,26%
Net Profit,17,28,22,21,13,20,20,24,20,19,18,26,34
  └─ Minority share,-1,-1,-1,-1,1,0,-0,-0,-0,0,0,-0,-0
  └─ Exceptional items AT,0,0,0,0,0,-1,0,5,3,-1,-1,-0,0
  └─ Profit excl Excep,17,28,22,21,13,20,20,20,17,20,19,26,34
  └─ Profit for PE,16,28,21,20,14,20,20,20,17,20,19,26,34
  └─ Profit for EPS,16,28,21,20,14,20,20,24,20,19,18,26,34
  └─ YOY Profit Growth %,33%,125%,46%,-21%,-14%,-26%,-6%,-1%,19%,-3%,-6%,30%,105%
EPS in Rs,17.82,30.32,23.45,21.90,15.36,21.65,22.26,26.92,21.62,21.11,20.30,28.16,37.54
Raw PDF,,,,,,,,,,,,,
