Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3778,3898,4306,4197,4490,4578,4925,4812,5150,5309,5523,5801,6215
  └─ YOY Sales Growth %,11.34%,3.21%,14.30%,15.20%,18.86%,17.45%,14.37%,14.66%,14.70%,15.97%,12.15%,20.55%,20.68%
Expenses,3288,3431,3744,3728,4039,4047,4434,4321,4813,4763,4978,5216,5632
  └─ Material Cost %,66%,66%,64%,66%,65%,65%,66%,66%,66%,66%,65%,66%,66%
  └─ Employee Cost %,8%,9%,9%,9%,9%,9%,9%,9%,9%,10%,10%,10%,10%
Operating Profit,489,467,562,469,451,531,490,491,337,546,544,585,583
OPM %,13%,12%,13%,11%,10%,12%,10%,10%,7%,10%,10%,10%,9%
Other Income,188,42,59,609,77,62,71,77,150,72,93,49,108
  └─ Exceptional items,142,-6,-3,551,-6,-3,0,0,-8,0,0,-57,-9
  └─ Other income normal,47,48,62,58,83,65,71,77,158,72,93,106,117
Interest,11,11,13,13,15,16,16,15,16,17,14,15,16
Depreciation,124,108,112,119,115,110,119,127,137,152,164,173,175
Profit before tax,542,390,496,946,398,467,426,426,334,449,459,445,500
Tax %,12%,27%,30%,12%,31%,32%,30%,34%,53%,32%,34%,37%,53%
Net Profit,477,284,346,828,274,317,299,280,158,303,302,279,234
  └─ Minority share,-166,-69,-80,-295,-83,-90,-92,-87,-112,-104,-115,-113,-149
  └─ Exceptional items AT,136,-3,3,551,-4,-2,0,0,-4,0,0,-32,-3
  └─ Profit excl Excep,341,287,343,277,279,319,299,280,162,303,302,311,237
  └─ Profit for PE,223,217,264,178,194,228,207,194,48,199,187,185,87
  └─ Profit for EPS,312,215,266,533,191,227,207,194,47,199,187,166,85
  └─ YOY Profit Growth %,27%,14%,19%,-16%,-13%,5%,-22%,9%,-75%,-13%,-10%,-4%,82%
EPS in Rs,16.14,11.14,13.77,27.58,9.88,11.73,10.69,10.01,2.40,10.28,9.65,8.57,4.41
Raw PDF,,,,,,,,,,,,,
