Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2573,2247,2341,2111,2678,2094,2044,1983,2397,2074,2239,2106,2610
  └─ YOY Sales Growth %,50.14%,26.26%,30.49%,4.94%,4.11%,-6.82%,-12.67%,-6.04%,-10.49%,-0.93%,9.52%,6.16%,8.89%
Expenses,2161,1903,1935,1714,2259,1773,1730,1704,2078,1676,1851,1826,2240
  └─ Material Cost %,20.65%,14.55%,18.88%,15.56%,23.21%,17.39%,19.65%,20.61%,22.95%,17.32%,22.21%,21.37%,23.50%
  └─ Employee Cost %,4.60%,5.88%,6.20%,6.81%,4.80%,6.80%,6.99%,6.97%,5.28%,7.09%,6.76%,6.70%,5.67%
Operating Profit,412,343,406,397,419,320,314,279,319,398,388,280,371
OPM %,16%,15%,17%,19%,16%,15%,15%,14%,13%,19%,17%,13%,14%
Other Income,11,7,12,7,14,8,10,199,23,6,7,496,86
  └─ Exceptional items,0,0,0,0,0,0,0,189,11,0,0,479,74
  └─ Other income normal,11,7,12,7,14,8,10,11,12,6,7,17,12
Interest,77,93,117,102,104,113,120,113,113,105,111,108,95
Depreciation,141,150,163,180,154,168,170,175,183,184,183,185,188
Profit before tax,205,108,138,121,175,48,34,191,46,115,100,483,173
Tax %,26%,27%,27%,31%,26%,27%,27%,4%,46%,27%,24%,20%,15%
Net Profit,151,74,72,82,129,37,26,182,26,85,78,386,151
  └─ Profit from Associates,-0,-4,-29,-2,-1,2,0,-2,1,0,2,1,4
  └─ Minority share,0,0,0,3,0,1,-0,1,2,0,-1,-0,-0
  └─ Exceptional items AT,0,0,0,0,0,0,0,177,6,0,0,382,63
  └─ Profit excl Excep,151,74,72,82,129,37,26,5,20,85,78,4,88
  └─ Profit for PE,151,74,72,84,129,37,26,6,22,85,77,4,88
  └─ Profit for EPS,151,74,72,84,129,37,26,182,27,85,77,386,151
  └─ YOY Profit Growth %,27%,-32%,2238%,64%,-14%,-50%,-64%,-93%,-83%,129%,201%,-33%,307%
EPS in Rs,6.38,3.15,3.05,3.58,5.46,1.57,1.09,7.72,1.16,3.60,3.27,16.32,6.38
Raw PDF,,,,,,,,,,,,,
