Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2689,3275,3076,3130,2902,3395,3235,3369,3141,3753,3554,3710,3583
  └─ YOY Sales Growth %,7.27%,5.61%,2.15%,4.42%,7.91%,3.67%,5.16%,7.63%,8.25%,10.54%,9.88%,10.12%,14.08%
Expenses,2232,2569,2398,2388,2327,2583,2467,2571,2509,2812,2704,2816,2753
  └─ Material Cost %,53.21%,50.98%,48.69%,47.12%,46.58%,46.20%,45.65%,45.68%,44.96%,45.88%,44.96%,43.50%,43.40%
  └─ Employee Cost %,11.82%,10.85%,11.81%,11.91%,12.87%,12.29%,13.47%,12.88%,14.48%,12.37%,13.24%,14.18%,13.40%
Operating Profit,458,706,678,742,575,812,768,798,632,941,850,894,831
OPM %,17%,22%,22%,24%,20%,24%,24%,24%,20%,25%,24%,24%,23%
Other Income,23,23,32,37,-23,54,57,56,55,86,50,60,57
  └─ Exceptional items,0,0,0,0,-72,0,0,0,-25,0,0,-6,-8
  └─ Other income normal,23,23,32,37,49,54,57,56,80,86,50,66,65
Interest,12,12,13,13,13,12,12,12,14,14,13,13,14
Depreciation,76,73,75,79,113,84,88,90,97,97,100,101,97
Profit before tax,393,644,622,687,426,770,725,752,576,916,787,840,777
Tax %,27%,26%,26%,26%,29%,26%,25%,26%,26%,26%,26%,26%,25%
Net Profit,286,474,459,511,304,571,540,557,428,678,585,624,584
  └─ Minority share,-3,-6,-8,-0,-4,-4,-6,-5,-5,-6,-5,-6,-5
  └─ Exceptional items AT,0,0,0,0,-50,0,0,0,-18,0,0,-4,-6
  └─ Profit excl Excep,286,474,459,511,354,571,540,557,446,678,585,628,590
  └─ Profit for PE,283,468,450,510,350,567,535,552,441,672,579,622,585
  └─ Profit for EPS,283,468,450,510,301,567,535,552,422,672,579,618,579
  └─ YOY Profit Growth %,11%,32%,35%,68%,24%,21%,19%,8%,26%,19%,8%,13%,33%
EPS in Rs,2.78,4.60,4.43,5.02,2.96,5.57,5.26,5.43,4.15,6.61,5.69,6.07,5.69
Raw PDF,,,,,,,,,,,,,
