Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,630,721,711,706,630,653,634,606,592,571,644,701,614
  └─ YOY Sales Growth %,17.96%,22.61%,3.70%,1.33%,-0.03%,-9.40%,-10.81%,-14.21%,-6.06%,-12.58%,1.54%,15.71%,3.79%
Expenses,444,557,538,520,452,469,456,414,382,374,362,444,441
  └─ Material Cost %,36.67%,39.02%,35.06%,32.35%,33.58%,26.79%,22.69%,21.85%,19.51%,19.55%,23.46%,22.79%,23.49%
  └─ Employee Cost %,1.60%,2.06%,1.79%,1.60%,2.36%,1.95%,2.67%,1.71%,2.34%,1.95%,2.26%,2.52%,2.20%
Operating Profit,186,164,174,186,179,184,179,192,210,197,282,257,173
OPM %,30%,23%,24%,26%,28%,28%,28%,32%,35%,34%,44%,37%,28%
Other Income,22,20,21,25,19,21,18,22,13,6,6,55,7
  └─ Other income normal,22.22,20.01,20.57,24.79,19.39,21.26,18.49,21.65,13.47,6.46,5.52,55.20,6.55
Interest,2,1,1,1,4,2,2,2,7,3,3,6,3
Depreciation,66,49,50,51,52,51,52,55,56,56,56,62,61
Profit before tax,141,134,143,159,142,152,143,157,161,144,228,245,116
Tax %,30%,25%,24%,25%,26%,25%,26%,26%,27%,26%,25%,21%,33%
Net Profit,99,100,109,120,105,114,106,116,118,107,171,193,77
  └─ Profit excl Excep,99,100,109,120,105,114,106,116,118,107,171,193,77
  └─ Profit for PE,99,100,109,120,105,114,106,116,118,107,171,193,77
  └─ Profit for EPS,99,100,109,120,105,114,106,116,118,107,171,193,77
  └─ YOY Profit Growth %,50%,-42%,20%,9%,6%,14%,-2%,-3%,12%,-6%,61%,66%,-35%
EPS in Rs,11.64,11.71,12.75,14.08,12.36,13.33,12.48,13.64,13.88,12.57,20.05,22.67,9.08
Raw PDF,,,,,,,,,,,,,
