Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,9.71,3.03,3.50,3.42,3.50,3.48,4.59,6.01,7.01,7.75,7.54,4.35,1.61
  └─ YOY Sales Growth %,1%,-34%,-25%,-23%,-64%,15%,31%,76%,100%,123%,64%,-28%,-77%
Expenses,16.28,2.58,2.90,3.03,4.04,3.08,19.36,5.53,4.01,7.05,7.26,4.12,5.68
  └─ Employee Cost %,165%,71%,73%,77%,96%,82%,89%,89%,78%,87%,92%,86%,293%
Operating Profit,-6.57,0.45,0.60,0.39,-0.54,0.40,-14.77,0.48,3.00,0.70,0.28,0.23,-4.07
OPM %,-67.66%,14.85%,17.14%,11.40%,-15.43%,11.49%,-321.79%,7.99%,42.80%,9.03%,3.71%,5.29%,-252.80%
Other Income,4.85,0.03,0.03,0.03,0.72,0.03,0.46,0.03,0.03,0.03,0.03,0.03,3.86
  └─ Other income normal,4.85,0.03,0.03,0.03,0.72,0.03,0.46,0.03,0.03,0.03,0.03,0.03,3.86
Interest,0.18,0.18,0.16,0.16,0.16,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Profit before tax,-1.92,0.29,0.46,0.25,0.01,0.27,-14.32,0.50,3.02,0.72,0.30,0.25,-0.22
Tax %,-13.02%,13.79%,26.09%,-12.00%,0.00%,14.81%,-0.28%,0.00%,0.00%,25.00%,33.33%,20.00%,-150.00%
Net Profit,-1.66,0.25,0.34,0.27,0.01,0.23,-14.28,0.50,3.02,0.54,0.21,0.19,0.11
  └─ Profit excl Excep,-2,0,0,0,0,0,-14,0,3,1,0,0,0
  └─ Profit for PE,-2,0,0,0,0,0,-14,0,3,1,0,0,0
  └─ Profit for EPS,-2,0,0,0,0,0,-14,0,3,1,0,0,0
  └─ YOY Profit Growth %,-137%,-58%,-29%,-72%,101%,-8%,-4300%,85%,30100%,135%,101%,-62%,-96%
EPS in Rs,-0.15,0.02,0.03,0.02,0.00,0.01,-0.45,0.02,0.09,0.02,0.01,0.01,0.00
Raw PDF,,,,,,,,,,,,,
